#{"t_start": 1776559588.7049203, "env_id": "LunarLanderContinuous-v3"}
r,l,t
206.435291,307,631.325087
283.725707,227,634.200418
255.536483,290,637.729701
304.48695,248,640.804394
247.604808,273,643.960281
249.996112,262,646.991076
-82.120574,1000,658.585813
238.339928,253,661.33851
268.921929,274,664.341866
237.826212,250,666.985528
265.20927,200,669.235484
243.920799,240,672.095643
295.196358,274,675.434916
246.18623,214,677.948138
275.264954,206,680.374831
178.473252,924,691.786878
224.786113,378,696.117237
10.805742,158,697.739246
247.119432,166,699.459799
264.049227,183,701.702848
263.776052,184,703.962982
-11.228626,128,705.516696
284.414432,251,708.023134
247.480747,177,709.7866
246.760847,191,711.59942
236.868875,179,713.521164
271.239653,238,716.457967
238.518697,392,721.054263
232.227582,169,723.179583
-323.950407,284,726.786359
-102.908982,331,730.22491
267.412338,337,733.496102
263.381014,217,736.054053
248.735022,214,738.612219
267.300514,203,741.086519
-24.931794,83,742.07565
-152.07122,143,743.645123
24.581865,160,745.378851
-13.271113,115,746.54656
274.765155,233,749.125406
202.608127,259,752.140338
175.553138,293,755.397247
266.0377,223,757.686962
-77.788894,108,758.783528
274.342144,321,762.060688
225.292982,275,765.348094
-118.492321,120,766.779593
294.453267,346,770.744547
-21.644382,190,772.62716
-390.869616,451,777.279662
268.6516,282,780.677551
267.351928,246,783.150124
254.715582,146,784.720712
258.127484,174,786.769778
275.902488,219,789.492783
13.303578,104,790.799774
265.945902,216,793.273046
257.521349,219,795.675565
-60.276961,1000,806.784879
258.519626,191,808.68575
258.944612,155,810.372952
258.951092,196,812.469034
279.7316,270,815.789052
248.496993,168,817.810442
287.724633,313,821.237613
261.728421,154,822.943104
280.570944,191,825.079193
259.848635,645,832.654189
263.867259,209,834.802203
-96.964037,490,839.795714
289.179202,250,842.435336
238.701926,200,844.403612
262.828017,192,846.283116
20.517275,136,847.938818
238.502741,284,851.527721
-182.207415,313,855.430121
-16.478756,145,856.99699
160.176495,816,866.007135
299.942408,340,870.078288
-86.006365,442,875.163597
277.722174,162,877.20399
0.80802,179,879.542004
233.786279,164,881.644509
247.987705,302,885.031892
-166.532642,180,886.927804
228.799794,218,889.139954
-99.92972,521,895.94902
245.715426,252,898.988766
277.389296,167,900.753797
247.71087,165,902.764765
180.269357,371,907.174018
232.396174,306,910.689397
236.199635,321,914.44928
9.072133,149,916.240643
234.600893,264,919.326027
246.816467,251,922.351009
-92.230063,1000,934.607988
228.10752,284,937.470076
279.39444,322,940.746875
22.805254,123,942.10069
234.461778,182,944.365963
7.356224,199,946.652995
237.829797,167,948.386907
274.870936,198,950.919799
-117.027493,196,953.457958
174.629234,519,959.392184
236.503706,173,961.175746
152.437737,331,964.935903
39.509024,1000,976.749072
-352.998581,991,987.603793
251.193346,165,989.770473
61.235708,106,991.068784
260.302041,182,993.148287
240.94931,354,996.833076
248.552644,871,1006.667793
290.709923,190,1008.901015
250.805095,171,1010.951155
29.634255,174,1013.061095
-336.242705,325,1016.609373
57.528211,235,1019.199992
269.502086,429,1023.865583
262.558472,222,1026.334002
247.84536,236,1029.203184
257.318649,219,1031.97256
30.586745,84,1033.015878
-11.079907,79,1033.990708
249.270421,220,1036.548473
-257.580396,404,1041.030268
246.570114,285,1044.449186
262.204262,354,1048.769818
-304.366441,127,1050.261591
262.388814,245,1053.097691
255.728606,245,1055.538272
271.87519,366,1059.91856
277.214681,183,1062.111148
-398.856097,339,1065.779159
281.480221,204,1067.829581
-127.811102,570,1074.360416
244.880985,205,1076.929245
285.178832,245,1079.766529
240.379741,187,1082.011582
26.264785,103,1083.241585
253.019497,225,1085.840965
267.817941,176,1087.584754
249.387548,248,1089.977092
263.354736,191,1091.88417
-226.149578,404,1096.632104
254.196972,170,1098.531073
235.321102,246,1101.301731
-290.273269,119,1102.613771
269.014842,244,1105.475078
278.517131,181,1107.60946
241.878384,186,1109.957898
293.421659,186,1112.099629
-546.806504,73,1112.903433
244.955614,365,1116.541675
291.347596,162,1118.116012
275.708539,222,1120.306252
-503.159202,163,1122.14448
268.768737,204,1124.610001
243.180176,249,1127.573333
260.038444,228,1129.885027
277.587403,187,1131.705024
247.972665,173,1133.405962
-103.858997,189,1135.399664
259.13337,215,1137.823198
-262.96778,304,1141.231801
236.872843,187,1143.303958
-276.336864,341,1147.332329
211.348781,373,1151.182226
244.080582,278,1153.805258
231.390751,185,1155.635359
285.980861,271,1159.085626
232.23431,205,1161.5567
244.962565,196,1163.782418
13.585686,98,1164.702302
257.843392,210,1166.696212
280.857692,791,1175.272113
293.197501,215,1177.580857
311.464827,151,1179.105949
265.337653,208,1181.165836
256.77874,321,1184.684225
300.99287,249,1187.810219
47.120448,272,1191.091884
304.227709,219,1193.212713
251.255767,321,1196.22551
198.186892,746,1204.09251
293.558004,160,1205.82373
282.036375,151,1207.469777
281.624835,166,1209.306177
281.06606,238,1211.818811
262.918502,188,1213.87496
-64.214462,108,1215.114467
245.257028,278,1218.380175
211.4261,646,1225.779869
250.548208,194,1227.655641
280.665784,171,1229.304111
278.577561,244,1231.966342
-42.947925,207,1234.330889
-13.657639,120,1235.922334
265.496552,269,1239.262846
260.711664,158,1240.914443
-212.337287,152,1242.490619
276.30611,241,1245.0241
228.595309,321,1248.906366
266.88324,243,1251.744697
272.229562,182,1253.907023
-102.791964,280,1256.980763
309.667404,213,1259.265647
-2.780736,114,1260.706123
-270.987814,87,1261.768947
254.622831,254,1264.863331
261.52975,322,1268.820626
13.468972,106,1270.179771
264.961626,374,1274.839187
182.761275,500,1280.684982
-122.416352,291,1284.290594
245.891046,250,1287.393811
274.767727,247,1290.526942
82.661157,118,1291.813914
-127.550717,331,1295.947838
298.165305,231,1298.563619
282.768768,184,1300.590202
39.447812,154,1302.36784
-232.722679,107,1303.640656
256.723414,217,1306.2019
-7.405533,116,1307.485918
244.410381,315,1311.220943
15.805502,158,1312.885312
96.174572,117,1314.15196
9.782842,183,1316.125449
253.747444,194,1318.465486
204.040929,286,1321.390111
34.551959,133,1322.732161
46.782001,124,1323.993298
273.487251,367,1328.312119
-156.913472,678,1335.908634
6.151034,167,1337.644952
247.214994,149,1339.195762
266.562865,219,1341.508703
268.34554,417,1345.859744
271.060569,280,1349.322197
168.473939,652,1356.897935
47.938992,99,1357.938112
-89.819658,604,1364.651531
297.774736,238,1367.029365
278.128631,183,1369.2759
276.412509,156,1371.231246
253.031981,173,1373.426811
261.147959,859,1382.772212
236.393416,184,1384.988128
222.156128,188,1387.249784
271.374796,422,1391.887964
177.04253,944,1402.278382
296.856453,589,1408.141528
-133.38858,160,1409.647035
50.527961,113,1410.972534
36.970847,293,1414.737809
294.747016,191,1417.020989
262.893758,268,1420.096341
54.922989,120,1421.455077
249.245355,483,1426.982231
-84.58451,1000,1438.3188
-279.177093,198,1440.194049
259.078339,362,1444.376166
12.643243,299,1447.84592
255.060899,207,1450.390201
256.382974,188,1452.628896
306.0418,265,1455.614847
277.811942,554,1461.386193
-299.975911,680,1469.547966
-204.606549,224,1472.189022
263.388081,218,1474.426618
261.164652,162,1476.041881
266.500531,230,1478.609743
233.432447,192,1480.657579
269.825649,210,1482.926646
245.77823,153,1484.684386
273.318666,349,1488.393991
206.191275,161,1490.17487
270.688769,173,1492.137604
218.211518,179,1494.230333
241.919531,291,1497.50025
264.561798,177,1499.333736
258.92024,481,1505.075038
209.294536,352,1508.510958
265.323306,225,1510.933511
286.97641,215,1513.5785
230.580458,244,1516.614595
272.725954,175,1518.89762
280.322352,274,1522.29315
270.829872,207,1524.797709
256.399967,149,1526.455238
267.81217,143,1527.935683
278.648116,230,1530.61592
278.629369,227,1533.306092
214.925193,349,1536.653403
21.89021,139,1537.984174
254.355176,228,1540.658748
266.590466,197,1542.993402
152.396237,797,1552.892666
279.15714,253,1555.627656
-312.673927,322,1559.051459
281.502158,202,1561.316041
303.709414,244,1564.010822
255.761916,204,1566.246712
196.433422,437,1571.125812
300.995641,171,1573.044592
280.122906,217,1575.597889
272.937959,194,1577.900979
-194.123488,272,1581.026649
258.275587,167,1582.925455
264.205912,180,1585.065845
238.7122,232,1587.632904
264.087348,168,1589.430208
241.70292,376,1593.949376
194.472082,587,1603.315312
296.201995,297,1607.485347
291.317062,176,1609.54372
280.408148,164,1612.015525
285.749614,161,1614.096404
283.331718,150,1615.944068
315.949788,197,1618.379924
290.897731,341,1622.774587
280.894631,180,1625.509227
278.012038,256,1629.362039
252.431744,450,1635.948471
54.839628,154,1638.786029
273.079907,173,1641.80813
40.117019,147,1644.220158
299.276791,161,1647.196455
269.151914,173,1650.652576
265.03555,221,1654.323414
298.007197,228,1657.857982
279.81431,192,1660.685165
288.898035,190,1663.442494
270.270872,192,1666.213703
39.185152,144,1668.362784
268.819718,222,1671.669451
268.113082,231,1674.974513
78.767041,180,1677.590051
230.271392,268,1681.379645
282.3368,199,1684.171989
254.919467,205,1687.240222
262.279576,211,1690.732745
268.196595,201,1694.76933
256.105449,173,1697.591374
285.607655,179,1700.376992
245.267436,182,1703.32716
238.735955,203,1706.806412
237.875753,496,1714.944571
215.871105,202,1718.115145
268.566749,185,1720.725892
261.765579,265,1724.540072
204.2192,198,1727.694569
270.034885,552,1735.823919
224.79586,237,1739.330204
246.171129,188,1741.884342
215.595554,428,1748.677847
279.893447,199,1751.668867
280.786009,425,1757.722714
276.965029,207,1760.933703
276.75175,200,1763.848094
282.952408,435,1770.650859
31.142472,212,1773.756309
-3.000578,144,1775.808908
281.398519,241,1779.464542
199.629129,204,1782.407427
31.327992,182,1785.131972
289.515182,261,1789.606573
10.638746,147,1792.038191
237.320702,163,1795.502879
-281.85373,463,1803.165259
283.545464,196,1806.365748
273.349018,347,1811.66239
231.750865,208,1814.860331
-20.929703,401,1821.287826
75.839998,181,1824.899821
248.589253,189,1827.532035
247.084473,193,1830.458732
270.259959,159,1832.797047
289.471257,171,1835.844035
282.992847,248,1839.283179
272.014513,244,1842.504775
239.659759,173,1844.842072
19.465211,198,1847.556669
281.894652,133,1849.404863
21.383382,157,1851.585132
239.378091,202,1854.293612
244.102767,289,1858.352244
244.422908,196,1860.969289
277.502082,203,1863.528239
253.736721,187,1866.276206
284.616515,277,1870.477863
249.409268,215,1873.311046
292.196288,202,1876.025789
254.249593,168,1878.406554
266.932173,461,1884.590127
292.020724,167,1886.917064
271.293849,320,1891.784061
-188.889545,682,1901.687965
284.741832,164,1903.875756
78.603894,165,1906.093509
300.40895,225,1909.329057
63.507009,90,1910.61268
63.944872,164,1912.942147
42.219483,104,1914.334065
261.379818,231,1917.5894
29.726838,110,1919.180105
40.11291,142,1921.105106
298.922412,245,1924.407387
255.704809,299,1928.777593
-19.789665,258,1932.395475
50.887421,136,1934.324215
267.994951,242,1937.558142
248.466925,211,1940.440319
55.70638,176,1942.994553
55.146892,177,1945.707064
15.861632,165,1948.09236
44.581064,151,1950.415393
281.044316,345,1955.425301
53.240686,162,1957.890205
193.433239,526,1965.213471
-60.016678,153,1967.351121
240.03724,496,1975.017587
257.035604,404,1981.761479
255.453389,425,1987.886669
303.691823,263,1991.987558
263.598715,278,1996.045235
257.273703,222,1999.438442
241.376998,243,2003.046361
276.130513,195,2005.977558
259.794931,255,2010.548632
268.445106,169,2013.297738
283.596579,297,2018.476217
248.335806,241,2023.082768
271.230777,182,2025.698517
270.460105,331,2031.301591
257.026237,174,2034.233848
252.242638,160,2036.683705
265.184329,164,2039.197657
281.250981,303,2043.652255
277.226521,487,2051.200703
273.36016,282,2055.800715
274.501622,233,2059.36851
18.700236,118,2061.146322
55.297724,119,2062.91118
254.094023,218,2065.943504
-122.62664,296,2070.327
253.175791,213,2073.664298
252.219679,233,2077.080649
261.288146,285,2081.347903
-127.313069,151,2083.493228
249.678624,230,2087.218982
282.20772,234,2090.820714
-264.87672,385,2096.369572
267.793648,165,2098.815017
270.237786,185,2101.493725
253.824291,408,2107.293896
297.554711,400,2113.673436
234.262614,303,2118.528719
208.111745,389,2124.512962
298.77483,138,2126.455505
260.300657,329,2131.585748
226.562105,676,2142.420625
-7.417443,106,2144.096202
-54.991835,91,2145.530631
257.736658,525,2153.175372
270.695673,250,2156.862665
-222.043964,511,2163.911206
26.34253,150,2166.165434
263.60371,301,2170.67895
-18.309055,121,2172.632182
49.20854,132,2174.607126
14.147078,159,2176.915104
62.266675,134,2178.90618
-91.153379,286,2183.143297
262.151001,384,2188.961336
17.920851,186,2192.0153
248.305824,162,2194.44862
292.263669,194,2197.267115
311.80293,197,2200.242784
283.195722,147,2202.461945
254.655322,173,2205.09306
275.729905,197,2208.100834
38.152918,169,2210.451442
246.524645,344,2215.00866
288.440058,170,2217.459484
278.846567,165,2219.818348
270.751013,159,2222.054921
265.386495,155,2224.251269
257.976036,178,2226.897357
277.172307,220,2230.321329
270.449004,201,2233.016407
279.599457,192,2235.866649
273.59646,243,2239.49986
289.850223,181,2241.955679
270.792754,268,2245.546798
-255.452215,139,2247.466824
260.954929,190,2250.288066
256.579656,180,2252.866299
274.064149,268,2256.47754
294.547276,139,2258.381707
287.029597,191,2261.171351
244.892755,299,2265.465984
289.148578,192,2268.295066
262.24674,179,2270.670491
225.557203,525,2277.758103
254.026413,294,2281.915648
273.458364,170,2284.370433
244.906554,163,2286.738849
288.213931,264,2290.550052
264.356046,180,2293.037479
265.054431,172,2295.584122
274.241489,260,2299.465896
285.688156,159,2301.721928
281.445429,283,2305.86136
287.259657,354,2311.089296
265.735057,196,2314.090071
270.126786,195,2316.962105
262.098226,237,2320.36908
273.929911,156,2322.418977
290.35518,245,2325.947824
278.29443,220,2329.266126
269.164913,198,2332.08163
238.299399,685,2341.724426
243.607697,184,2344.357399
266.970928,202,2347.367405
258.585587,181,2350.028484
-30.28598,92,2351.3318
-12.45822,93,2352.562806
277.335488,172,2354.979594
265.729775,177,2357.461811
291.951764,145,2359.593627
284.61968,163,2361.960937
256.404707,208,2365.013347
253.063381,155,2367.31979
258.723906,169,2369.941554
-34.025904,354,2375.081895
64.46556,102,2376.589574
-22.813453,102,2378.037687
32.115594,86,2379.361251
36.230155,99,2380.779697
64.941119,88,2381.905358
238.140632,331,2387.188536
284.936717,187,2389.935123
250.538733,288,2393.949196
260.281568,198,2396.938442
257.116819,167,2399.497634
247.309414,158,2401.58674
283.733032,316,2406.201965
279.373497,149,2408.339859
264.656074,193,2410.71325
-23.316466,117,2412.238304
274.546388,210,2415.044869
289.660501,224,2417.530345
260.651611,439,2423.182608
273.103123,253,2426.865397
271.413399,188,2429.863259
302.18118,192,2432.999139
-153.64821,271,2437.256095
286.975223,205,2440.174447
-56.074012,95,2441.361353
284.274372,512,2448.238098
261.014759,212,2450.863918
283.197799,183,2453.07523
286.029691,365,2457.630122
291.984976,210,2460.243695
238.941432,181,2462.369383
282.723751,156,2464.848106
239.301849,222,2467.713732
279.632715,174,2469.888862
248.516928,229,2472.655683
261.843476,188,2476.177388
312.19105,220,2479.77917
275.161494,154,2481.577377
290.409899,207,2484.288431
289.640459,218,2487.354177
303.855065,248,2491.391766
280.497968,196,2493.670995
262.554535,148,2495.460934
267.95839,178,2497.741093
266.13016,171,2499.814239
258.161334,203,2502.202052
304.626692,239,2505.261672
273.862605,187,2507.470581
278.165429,186,2509.825545
264.374029,197,2512.062746
255.79233,216,2514.3567
288.997883,242,2516.986496
302.989196,205,2519.065277
272.863341,198,2521.428914
288.547613,144,2523.097581
42.059719,77,2524.005246
264.970496,186,2526.123646
274.485948,222,2528.730597
303.434653,204,2531.515595
290.336086,210,2533.82008
261.08227,171,2535.784632
251.934971,180,2538.505214
246.975741,167,2540.714701
282.946581,237,2543.656736
297.399046,225,2546.321726
278.675765,199,2548.541931
254.174677,310,2552.065419
248.182747,353,2556.308987
291.617124,155,2557.982503
257.861343,219,2560.300712
238.904822,218,2562.747352
65.450541,100,2563.82087
311.144199,238,2566.266498
266.995943,182,2568.246893
287.408966,239,2572.075183
-5.687801,131,2573.670433
265.969798,179,2575.92082
0.833477,154,2578.084004
269.399049,196,2580.628551
300.616984,249,2583.269355
257.884236,191,2585.424231
262.23588,200,2587.647848
95.802478,513,2593.548733
49.86632,108,2594.698815
288.132625,234,2597.246382
302.219226,338,2600.912642
248.991522,673,2607.823005
43.830553,133,2609.457712
292.529725,211,2612.078609
297.479625,181,2614.289326
220.656374,314,2618.032184
164.210816,560,2624.458499
246.105133,187,2626.589117
275.147205,247,2629.294834
-21.744567,350,2632.697536
278.50114,246,2635.292378
269.44631,236,2638.258171
267.032506,209,2640.811725
302.007179,271,2644.318941
247.442864,353,2648.789204
239.606928,294,2651.774564
275.019646,245,2654.1574
243.448062,196,2656.110703
281.279467,186,2658.390064
256.284559,186,2660.753811
277.2607,222,2663.522902
250.803912,409,2667.719939
270.731895,218,2670.236338
281.386483,249,2673.252154
285.822369,250,2676.303561
247.999946,178,2678.316112
280.359836,273,2681.271862
268.799054,346,2685.129514
282.451699,170,2687.133811
258.90939,156,2689.029017
242.39883,207,2691.681373
288.244677,240,2694.52178
292.00055,185,2696.452277
255.959966,165,2698.200643
273.108781,188,2700.517452
272.04685,188,2702.815088
263.538622,151,2704.734511
302.354766,193,2707.140041
260.503881,175,2709.310973
260.827008,178,2711.486056
250.612998,233,2714.254117
271.066818,175,2716.346689
287.526346,369,2720.881979
255.641061,217,2723.478969
269.125336,190,2725.782745
285.447591,149,2727.617782
271.852707,203,2729.987856
250.191034,211,2732.710173
293.809884,204,2735.024949
242.172475,270,2738.017516
250.489165,574,2744.67265
302.833078,182,2746.599572
14.789588,104,2747.711394
244.249427,215,2750.123617
273.578925,152,2752.036334
261.880963,413,2757.169701
255.862355,185,2759.113271
289.272335,149,2760.68132
277.81274,159,2762.429209
272.100257,453,2767.541656
-39.526592,89,2768.498711
267.663512,232,2771.088793
248.826069,208,2773.400634
289.547731,209,2775.708317
251.050866,407,2780.262745
245.231911,203,2782.433338
-133.77957,109,2783.637585
16.21115,87,2784.623682
277.142569,268,2787.903695
278.541221,248,2790.660563
-109.994159,87,2791.818895
-186.793983,70,2792.650044
267.48448,206,2794.903027
281.058653,185,2796.995091
286.433598,818,2805.804443
42.916801,67,2806.560253
188.606313,799,2815.920034
249.338323,636,2823.351925
255.584266,188,2825.772592
270.81779,228,2828.246635
275.823486,228,2830.372022
-16.502644,101,2831.33499
4.744289,94,2832.231018
270.274081,981,2843.70864
269.52158,342,2847.705901
242.769588,207,2850.028759
-368.88213,807,2859.173356
260.808419,637,2866.235299
-143.229408,93,2867.397386
252.500982,226,2870.21484
150.557877,1000,2880.553594
256.72442,619,2888.009778
286.484556,277,2891.517157
241.849627,599,2897.559117
52.735615,163,2899.45247
228.299928,525,2905.580492
1.21888,176,2907.92291
282.583266,627,2916.252216
23.960795,169,2918.122609
-250.396445,655,2925.288078
261.577731,213,2927.737601
-59.901483,1000,2939.316126
261.001421,192,2941.353989
280.777031,165,2942.99424
266.513985,170,2944.689976
263.618272,186,2946.707319
263.530638,173,2948.763128
281.039879,200,2951.149642
276.41714,169,2953.116413
267.394133,196,2955.193013
263.527776,177,2957.120591
268.406636,216,2959.394523
269.972753,187,2961.263467
291.569858,265,2964.007424
34.26622,1000,2975.319983
310.443701,251,2978.362099
288.991758,330,2982.001161
-51.753283,1000,2992.462592
-54.12514,1000,3003.825935
283.940834,172,3005.930047
-65.808868,1000,3017.149529
253.254979,170,3018.878958
239.081516,171,3020.602531
28.416224,126,3021.920043
-437.780017,186,3024.319707
243.71605,158,3026.401431
305.537848,240,3029.443152
-276.572573,237,3032.007904
-234.193033,259,3035.229591
-255.378092,202,3037.545839
-207.481828,218,3040.009232
207.384914,285,3043.20382
-168.765867,326,3046.599707
245.947909,182,3048.448339
-171.560596,366,3052.239308
-190.568581,269,3055.160048
293.51752,232,3057.793617
-147.819,375,3061.972057
279.310761,257,3065.033823
-448.870392,375,3069.325018
306.600295,207,3071.78009
250.177416,177,3073.842026
267.924031,209,3076.103791
282.717672,172,3078.112849
279.867302,149,3079.773762
4.125625,125,3081.174176
264.600518,169,3083.066945
247.711481,218,3085.47413
250.867044,165,3087.182179
278.985221,197,3089.306241
284.473236,215,3091.806571
259.082792,186,3094.1418
266.40136,164,3096.094892
268.686662,177,3098.246613
-220.84506,515,3104.278419
279.765655,236,3106.796375
275.161525,207,3109.067043
283.359818,269,3112.031294
269.7587,180,3113.969143
267.936562,193,3116.049838
248.122453,228,3118.562657
254.097232,286,3122.041655
282.03396,178,3124.238244
299.216088,223,3126.927849
287.854104,156,3128.773129
262.470931,200,3130.900988
258.820093,164,3132.616734
245.408499,209,3134.765068
275.763309,283,3137.735548
281.110264,189,3139.759458
225.751233,367,3144.214269
265.799181,211,3146.790182
264.752546,239,3149.225796
295.675464,222,3151.617633
271.190216,227,3154.281234
270.511277,329,3157.917448
258.845001,184,3159.918903
265.029259,219,3162.291399
265.075128,305,3165.58991
230.43134,279,3168.603833
-180.798363,230,3171.227972
-224.297707,225,3173.650983
231.379568,268,3176.769856
264.067036,202,3179.024413
-191.128656,167,3180.88338
271.518226,216,3183.188297
280.563152,377,3187.00908
253.310205,474,3191.720132
245.647707,233,3193.996837
269.077816,213,3196.70014
97.029094,1000,3207.685378
260.142687,242,3210.235846
237.874489,315,3213.828358
265.05708,190,3215.778797
294.808082,208,3218.114351
256.740705,278,3221.183481
261.752323,276,3224.373575
226.910934,534,3230.24265
281.61171,173,3232.112517
283.284252,253,3234.753931
303.011869,273,3237.975938
254.786221,203,3240.527188
-94.689921,233,3243.152303
231.066608,455,3247.975973
242.358841,269,3250.834512
283.904261,209,3253.138673
281.120827,174,3255.131397
266.934032,203,3257.51246
300.461043,222,3259.850981
233.22398,264,3262.561165
219.890521,343,3266.199364
231.932394,209,3268.383624
244.813573,566,3274.591744
277.192894,387,3278.515019
280.837024,203,3280.576011
236.578671,176,3282.387028
273.250153,197,3284.492139
263.032814,186,3286.735214
282.215655,139,3288.43477
239.643249,512,3294.428947
258.739269,408,3298.940435
265.52893,162,3300.645528
-67.635809,1000,3311.505867
274.71889,397,3315.710881
-72.183366,1000,3326.866127
268.675146,185,3328.716806
-93.73747,624,3335.378505
271.030889,205,3337.520124
278.48169,227,3340.054039
295.373918,232,3342.514035
262.915749,219,3344.811182
269.283694,183,3346.974453
263.679553,180,3349.233977
266.699583,225,3352.00903
-218.504537,94,3353.11181
22.691321,80,3353.875468
-437.370955,487,3358.683686
264.645439,180,3360.575155
249.135066,247,3363.251179
253.124219,233,3365.650431
265.996159,218,3367.967115
283.473142,342,3371.618716
267.730692,165,3373.425606
267.214532,191,3375.599304
-371.447843,428,3380.569956
-163.181433,102,3381.707362
185.546405,572,3387.999839
-278.170194,382,3391.987903
206.399279,556,3398.48919
-305.114817,242,3401.543864
-47.312159,1000,3412.968881
-281.551538,225,3415.55563
157.14189,769,3424.683253
-285.706209,939,3436.838884
260.301868,184,3439.080459
267.745453,189,3441.406275
280.446381,216,3444.064163
267.590817,228,3446.882575
274.524246,254,3450.155496
255.405124,195,3452.970698
271.556381,282,3456.395546
274.691764,205,3458.815863
274.541067,167,3460.667613
281.317422,285,3464.389627
271.095119,227,3468.118237
295.634434,233,3471.865197
278.230785,235,3475.218587
264.779329,150,3477.255209
266.429273,176,3479.445243
254.933965,167,3481.815183
261.265374,235,3484.940732
245.160699,151,3486.721235
255.866304,188,3488.865787
269.550912,215,3491.353374
268.064186,360,3495.890883
280.134177,176,3498.109949
287.368187,163,3499.941923
268.41692,151,3501.645268
277.572811,195,3504.087067
296.524174,254,3507.410737
280.354924,212,3509.889425
287.349446,195,3512.692179
283.430735,233,3515.911026
