#{"t_start": 1776549819.139455, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-221.765061,192,705.352284
171.884813,838,715.732343
-206.194272,416,720.447618
7.68195,158,721.952971
-367.236822,297,724.952072
239.637407,211,727.652586
278.786096,177,729.759911
281.069639,179,731.862979
280.675283,401,736.42786
4.076477,161,738.260701
284.931725,321,742.158043
292.142107,261,745.38567
175.945976,570,751.916227
255.578463,171,753.756585
272.622783,205,756.171955
281.144992,155,758.151737
280.762417,153,760.07589
243.9533,173,762.232565
-252.772231,583,768.742766
273.335809,199,771.004831
236.787757,188,773.145083
23.666636,146,774.799788
222.025712,202,777.111574
285.299779,228,779.917556
265.957717,163,781.887029
268.435384,201,784.352948
-20.571319,147,785.814763
258.973534,211,787.979905
-15.545233,275,790.65589
276.927431,288,794.082312
239.609635,184,796.300975
203.947732,193,798.601892
-86.20809,89,799.536785
251.127496,236,802.126025
-49.018931,1000,813.238578
252.358872,188,815.249668
-33.297137,183,817.128569
282.695161,156,818.778875
277.957437,145,820.415702
244.719249,386,824.744819
-19.295536,179,826.765267
-219.957073,272,829.580278
245.75542,198,832.010501
268.134316,220,834.685777
252.084055,316,837.836116
33.514507,132,839.165735
231.014739,493,844.850866
-364.347351,280,848.256629
73.655455,1000,859.521472
275.781404,292,863.083623
278.548336,214,865.311524
264.934528,178,867.038561
272.352893,355,870.934249
249.348443,181,873.183895
250.874546,208,875.689867
283.6009,181,877.680254
251.25892,357,881.212327
178.178463,463,886.415781
280.552916,329,890.319383
241.598232,300,894.028866
-128.540776,442,899.295297
256.199385,255,901.710158
248.864738,589,908.249718
248.058616,243,911.206089
281.88056,206,913.465728
231.686008,231,915.770228
230.638307,237,918.050395
235.329171,275,921.300279
233.610932,460,926.863256
3.045364,196,929.086034
212.78952,303,932.350867
242.421626,207,934.9767
249.994584,294,938.797706
-17.007692,1000,950.366633
254.612917,216,952.845698
8.27663,80,953.762471
248.332056,191,956.059203
239.962713,194,958.425388
213.701356,624,965.902802
277.442109,188,968.224532
288.239775,339,972.34082
231.145175,249,975.379115
241.195092,558,982.232337
260.07967,425,986.932276
196.971701,632,994.316358
76.700543,923,1004.209608
217.010857,362,1008.480008
259.208085,348,1012.764355
227.778964,343,1016.873755
28.177627,1000,1028.391168
223.784423,235,1031.420814
266.571798,231,1034.376736
226.262409,319,1037.710645
262.563607,270,1040.518624
295.114397,217,1042.929688
255.060282,235,1045.631166
-157.94197,835,1055.011225
267.422815,222,1057.374836
-391.523557,798,1066.305111
245.629423,203,1068.901522
263.753463,264,1072.183719
224.046903,399,1076.404835
273.934819,184,1078.309507
275.496046,234,1080.65893
195.735922,261,1083.548616
-134.717688,459,1089.485391
-313.212029,784,1098.478293
270.787905,219,1100.997835
-69.536048,647,1108.45293
-103.01877,1000,1119.352128
20.012424,111,1120.39123
283.853433,258,1123.189565
274.448504,207,1125.499246
271.141032,257,1128.664984
248.221831,208,1130.970846
257.666078,188,1132.885236
265.179857,248,1135.658052
223.650938,281,1138.950266
209.055485,390,1143.395762
154.979683,638,1150.374994
250.086541,214,1153.075391
274.62598,192,1155.179423
-41.504689,1000,1166.389156
291.630695,127,1167.81319
-31.454495,1000,1178.450273
-112.430077,768,1186.894293
238.005008,181,1188.761541
236.203266,207,1191.078736
245.543728,969,1202.274603
248.345361,219,1204.76178
259.434802,260,1207.271567
298.994898,184,1208.948539
246.00357,190,1210.870329
259.81782,203,1213.453439
265.688392,174,1215.661361
250.786485,218,1218.396208
241.796852,238,1221.01587
279.865103,189,1223.037736
244.065153,177,1224.697998
285.510253,151,1226.326841
247.78607,212,1228.779099
292.0229,138,1230.494026
276.348685,209,1233.011601
256.179544,176,1234.770971
288.466018,184,1236.504499
292.116397,314,1239.755816
245.17048,653,1247.638509
244.377874,158,1249.063219
270.506064,179,1251.114233
131.474806,1000,1262.088952
259.082896,201,1264.405969
229.543101,206,1266.793229
261.503083,172,1268.608273
272.056196,174,1270.491512
292.407194,184,1272.315892
75.314217,130,1273.584431
252.110546,398,1278.334231
200.050709,255,1281.435621
245.351153,185,1283.605794
235.35594,206,1285.769798
261.195882,168,1287.555626
269.962576,160,1289.474736
266.492047,153,1291.410118
280.128197,174,1293.579005
278.223017,204,1296.152815
-169.212135,286,1299.422431
246.962355,167,1301.145657
254.592367,239,1303.932817
45.810492,111,1305.348779
266.63136,171,1307.471819
263.966198,189,1309.854935
-258.505316,466,1315.292758
238.65095,184,1317.445558
293.199598,228,1320.11922
266.426668,196,1322.371761
285.989827,207,1324.785109
288.099533,221,1327.476921
214.410256,401,1332.407926
246.44726,236,1335.201045
29.341099,174,1337.215417
256.002954,186,1339.384989
242.705164,334,1343.349612
189.798497,497,1348.888596
272.973002,189,1351.155329
238.168872,202,1353.602049
264.843732,164,1355.365193
281.447251,311,1358.633424
276.232353,225,1361.032776
250.18123,413,1366.135165
255.432859,519,1372.240095
16.718112,109,1373.598649
264.903071,295,1376.993408
282.757125,151,1378.55505
235.546137,454,1383.397368
260.122745,184,1385.675323
249.813041,185,1387.936233
255.270491,171,1390.039392
287.848385,148,1391.632412
287.637308,162,1393.347179
232.64484,290,1396.376119
259.82376,194,1398.655012
248.604319,156,1400.464449
45.440129,95,1401.600563
22.815647,120,1402.94392
256.925772,188,1405.171551
192.743278,423,1410.37446
265.930747,246,1413.130588
37.064072,78,1413.952769
255.02536,188,1416.110835
265.505468,209,1418.629568
274.02447,304,1421.652618
270.90875,154,1423.368227
262.384442,143,1424.900031
-27.884188,134,1426.475252
240.998814,252,1429.667566
271.468919,174,1431.786415
-16.413862,106,1433.059374
249.918627,157,1434.875412
252.015979,172,1436.852466
190.09175,447,1441.840405
30.587054,112,1443.20255
14.730452,171,1445.241066
209.866116,460,1450.333322
253.841169,169,1452.079357
208.604168,200,1454.107301
289.962666,161,1456.00777
241.022553,196,1458.382677
260.484099,189,1460.583955
283.506762,170,1462.550121
304.333252,189,1464.558731
278.810907,214,1467.008558
255.419707,202,1469.40745
226.830965,249,1472.39281
246.272364,192,1474.668716
201.953331,602,1481.639865
241.671417,775,1490.678905
259.183102,156,1492.465945
237.988175,160,1494.313295
287.988375,228,1496.946347
14.12282,94,1498.045015
47.381745,138,1499.622152
292.350883,143,1501.201825
268.789286,148,1502.861615
292.215436,139,1504.404586
293.327437,139,1505.951133
90.13634,101,1507.090769
281.850283,182,1509.24537
233.530379,159,1511.112335
206.258259,998,1522.187546
243.004395,161,1523.958486
255.627789,169,1525.771529
254.084874,248,1528.367648
274.682473,319,1531.737166
240.791604,170,1533.636138
247.600872,333,1537.253911
209.150021,460,1542.522297
255.850004,219,1545.092013
272.358068,188,1547.47102
-27.910843,121,1548.868248
256.513105,354,1552.468542
215.441058,182,1554.321632
-145.214574,108,1555.55453
251.999323,179,1557.719985
249.307746,165,1559.726673
266.788199,160,1561.638158
243.009478,247,1564.571696
233.089529,438,1569.554297
255.230053,320,1573.347879
271.013728,201,1575.748615
261.169156,166,1577.633376
277.637049,144,1579.296447
231.802107,178,1581.243957
-262.017344,416,1586.065895
-5.968365,159,1587.961537
294.605483,281,1591.289698
282.572094,148,1592.693918
271.217262,158,1594.207113
260.196263,259,1596.709122
250.883748,173,1598.538664
244.38104,164,1600.531966
244.607645,178,1602.624353
264.955923,314,1606.048493
227.412702,346,1609.447739
276.765362,188,1611.611709
260.360544,372,1615.849885
259.383087,280,1619.053075
260.220109,160,1620.978419
237.850463,275,1624.451392
267.97465,499,1629.567779
309.041647,150,1630.961447
288.545449,186,1632.80333
3.593963,107,1634.164133
239.003581,216,1636.894965
248.226161,163,1638.991059
271.04911,325,1642.874552
4.137649,109,1644.0222
258.253958,218,1646.372101
288.749904,158,1648.246501
250.033399,203,1650.733177
262.809129,162,1652.735162
259.601728,186,1654.923347
273.257788,176,1656.774702
269.004432,174,1658.610032
244.294046,298,1662.197795
311.084169,231,1665.089688
255.821376,684,1673.248163
58.441736,141,1674.968134
285.418854,210,1677.441443
261.727404,194,1679.696018
273.620637,159,1681.534039
3.036297,129,1683.043067
287.440356,380,1687.600707
273.280318,180,1689.731205
298.552324,451,1695.057512
288.132539,161,1696.967665
267.327968,148,1698.712631
273.775085,186,1700.826615
239.605795,284,1703.95442
268.20108,223,1706.542992
272.740703,174,1708.753601
280.464033,165,1710.842453
231.902613,231,1713.677926
268.689294,242,1716.492053
264.06018,178,1718.552061
22.402369,95,1719.633811
267.852369,189,1721.821484
-253.93985,97,1723.124248
261.049623,196,1725.287203
289.940282,354,1729.170122
23.484371,171,1731.35487
-43.544742,121,1732.723249
-47.152868,126,1734.144961
-60.970059,142,1735.915093
243.339997,230,1738.88374
249.001406,174,1741.050711
242.048151,172,1743.327991
265.205666,212,1745.774378
2.242705,118,1747.077192
261.170101,169,1748.966428
49.144759,173,1750.977694
249.028669,198,1753.221009
301.914647,296,1756.870131
235.643124,212,1759.540186
276.139612,281,1762.95401
266.432533,188,1764.989445
288.56359,200,1767.120209
283.642508,167,1768.910418
279.08375,177,1770.997604
252.1473,216,1773.536712
290.677239,269,1776.706148
255.535205,519,1782.596574
258.682967,268,1785.394988
273.034175,175,1787.24783
223.329454,390,1791.585952
268.095413,268,1794.749255
270.327389,173,1796.803284
258.367424,151,1798.622786
248.069079,212,1801.119475
250.14785,303,1804.776242
271.174986,213,1806.959613
279.925232,295,1810.009787
282.256043,145,1811.595866
291.22008,258,1815.06938
249.867924,183,1817.553028
264.750576,173,1819.780088
271.071146,171,1821.683414
280.043236,187,1823.610265
268.569718,219,1825.874705
290.425612,238,1828.335932
261.88156,204,1830.466789
280.370264,227,1832.914802
286.848629,182,1834.614469
240.305578,171,1836.293263
270.209468,250,1838.669725
-43.668605,304,1842.298908
288.025673,154,1844.081145
261.651881,154,1845.860665
274.645711,354,1849.524674
278.556899,299,1853.054001
-105.47515,436,1857.96499
260.26394,208,1860.584981
209.201557,482,1866.327851
251.639453,324,1869.66325
289.77998,217,1871.762344
277.22962,191,1873.650949
286.561364,144,1875.485559
273.591422,219,1877.888977
273.992844,168,1879.838648
254.22566,182,1881.794076
232.552538,335,1885.644427
273.060055,159,1887.475201
291.891811,183,1889.42065
266.462345,199,1891.676334
269.561961,239,1894.438962
248.458673,216,1896.625623
291.277204,240,1898.959744
247.625202,175,1900.764123
298.453144,248,1903.529668
276.410691,168,1905.452678
299.700975,217,1907.944499
269.240439,220,1910.289099
259.454159,544,1916.375098
312.050323,216,1918.677646
254.46016,342,1922.24316
304.342647,221,1924.93576
275.425921,284,1928.476813
57.803422,145,1930.251139
284.411678,207,1932.264576
280.446948,179,1934.023185
242.48183,174,1935.876796
267.033574,179,1938.013372
242.748497,170,1940.072006
296.852492,224,1942.880916
260.069873,498,1948.407511
244.909694,159,1949.980999
235.049929,233,1952.620755
286.535132,148,1954.325002
269.777999,170,1956.315464
276.470403,151,1958.058225
281.472506,176,1959.820712
231.811376,764,1968.002766
242.099305,162,1969.979751
308.522272,246,1972.641548
270.849405,165,1974.819291
286.350488,154,1976.839157
294.468511,155,1978.802359
253.765455,175,1980.958554
221.824242,893,1990.583461
286.677854,196,1992.955929
289.424744,162,1994.755043
269.421125,158,1996.447564
292.019223,147,1997.910506
258.761816,159,1999.572088
278.349908,144,2001.251214
291.556811,180,2003.608921
263.069801,152,2005.565881
290.247408,247,2008.661665
292.308429,154,2010.215424
273.388253,162,2011.823371
285.398809,183,2013.837133
279.347305,218,2016.433931
249.208847,152,2018.411798
273.327556,144,2020.34785
273.978625,145,2022.314217
278.379651,187,2024.352279
267.160326,178,2026.380413
243.751336,163,2028.064102
236.856521,985,2039.655653
277.911946,221,2042.346249
264.833012,160,2044.281428
285.215154,175,2046.339893
270.510932,179,2048.483799
297.019997,223,2051.157172
252.374459,162,2053.057245
272.385387,193,2055.422325
275.72949,201,2057.937383
246.394135,168,2060.023699
251.630491,173,2061.942059
-94.325757,283,2064.840596
207.978829,226,2067.329931
226.520173,191,2069.6841
59.234639,123,2071.194371
277.593853,212,2073.811106
256.609608,176,2075.761975
254.741778,171,2077.791357
234.620882,284,2081.194388
291.618574,190,2083.313674
259.603264,208,2085.640395
191.730011,438,2090.707
259.455797,189,2092.990138
252.224454,378,2097.372906
23.365613,75,2098.233188
266.354696,316,2102.06185
246.289511,180,2104.105248
265.486725,263,2106.816587
261.533297,270,2109.696253
247.393828,309,2113.401471
256.277336,679,2121.364526
242.277677,203,2123.818435
231.763628,442,2128.642521
277.506006,275,2131.642119
278.414499,379,2136.191468
259.656552,324,2140.071228
266.576328,180,2142.136625
274.538157,374,2146.373708
285.32611,203,2148.711561
246.636382,151,2150.259521
286.232437,324,2154.067755
250.474917,162,2156.074445
279.934886,407,2161.002073
10.167377,126,2162.429377
291.318186,389,2166.913656
268.654714,137,2168.483863
282.16299,159,2170.385676
242.602396,179,2172.610687
49.956113,148,2174.393377
229.568732,246,2177.216831
-65.290679,174,2178.954232
306.840942,198,2181.22131
281.531863,299,2184.743189
-5.640434,196,2186.882398
304.420806,192,2189.43532
296.585891,221,2191.659115
274.190635,186,2193.475873
252.119885,189,2195.255623
292.045175,131,2196.622762
34.723103,168,2198.689469
299.169096,143,2200.551282
317.939161,190,2202.687193
288.262099,221,2205.558482
305.22362,151,2207.540634
275.927574,141,2209.254218
290.074937,364,2213.39988
270.30178,177,2215.461812
283.054962,162,2217.31851
298.732025,151,2219.03279
252.909152,157,2220.713949
230.862667,181,2222.791769
287.795639,134,2224.485172
295.966635,177,2226.572557
269.967941,175,2228.699332
293.892036,171,2230.768834
257.016391,159,2232.549368
284.366019,161,2234.368495
282.560417,165,2236.195534
267.30595,156,2237.900685
263.868138,158,2239.635941
31.23527,142,2241.313745
268.740829,320,2245.023658
288.436564,129,2246.550191
279.191151,162,2248.407572
291.596083,142,2250.081611
278.906434,143,2251.686455
274.044619,198,2254.014151
274.587748,183,2256.33949
298.754366,213,2258.968556
309.767127,161,2260.737992
278.501588,143,2262.31698
37.066618,174,2264.168666
278.967991,188,2266.320935
285.124089,205,2268.652706
306.988688,232,2271.402353
284.719894,164,2273.131529
277.278961,246,2276.026237
60.925236,127,2277.590846
253.837625,153,2279.374384
257.873436,227,2282.214607
267.919437,225,2285.0704
216.12677,538,2290.721691
163.368576,735,2298.648838
59.250648,142,2300.418014
253.86102,171,2302.421978
233.415505,273,2305.602171
284.328506,286,2309.040149
289.951829,166,2311.01322
295.040346,208,2313.298742
287.108401,525,2318.842874
260.551118,719,2327.199366
305.423585,334,2331.195757
277.971295,200,2333.520286
269.017122,224,2336.15816
272.675053,259,2339.438987
262.910157,285,2342.927839
274.290304,139,2344.618595
272.999064,145,2346.313519
247.394888,179,2348.248151
291.880621,249,2350.696311
267.024233,173,2352.355298
254.767613,196,2354.500786
265.050432,171,2356.580115
249.543551,149,2358.32486
260.60554,156,2360.341453
250.558565,154,2362.239007
282.499384,217,2364.51229
293.767977,147,2366.017537
267.425098,274,2369.225956
286.621258,186,2371.559606
277.316644,216,2374.268467
264.076783,154,2376.039595
288.818841,180,2378.02387
289.865551,197,2380.223671
285.417413,171,2382.243168
284.44784,177,2384.31849
268.420835,152,2386.127381
280.342402,214,2388.693339
203.200528,433,2393.535696
274.488091,503,2399.062497
243.734385,424,2404.044111
272.065746,160,2405.954183
267.996692,241,2408.876293
265.993744,185,2411.202564
262.874102,162,2413.228522
268.972725,219,2416.10994
303.303352,207,2418.562929
263.163508,192,2420.622477
286.933013,157,2422.374307
271.367238,183,2424.300887
259.340513,186,2426.345399
281.598722,721,2434.41363
286.150225,141,2435.915669
284.162687,477,2441.038861
257.158286,552,2447.286621
253.484499,224,2450.19027
293.768345,216,2452.74713
264.859811,201,2454.987563
296.211322,194,2457.048003
68.1009,177,2458.88553
265.097886,181,2461.129096
240.259204,318,2465.050566
270.358231,150,2466.738931
282.819232,210,2468.749604
290.419273,242,2471.14754
281.69999,170,2472.907488
283.961802,356,2477.270325
309.719342,173,2479.112005
260.874703,178,2481.162462
299.585849,173,2483.162253
246.469969,170,2485.241655
304.269645,223,2487.957028
319.005211,194,2490.339382
256.374244,169,2492.414647
261.407864,201,2494.772141
267.363022,190,2496.921767
277.610073,233,2499.454819
267.873819,177,2501.416704
270.352768,135,2503.064093
267.335512,379,2507.728801
244.401525,158,2509.590959
314.233706,182,2511.770967
283.700231,195,2513.771548
284.803628,164,2515.472211
307.196758,219,2518.071965
283.680884,134,2519.702735
281.141333,192,2522.147447
284.284927,232,2524.744773
266.310028,181,2526.555047
273.715543,185,2528.376411
316.319345,194,2530.317806
247.278432,149,2532.170987
276.039573,169,2534.285246
278.194358,183,2536.552157
295.038562,164,2538.506402
307.372924,275,2541.495289
292.463203,208,2543.863455
298.772704,183,2545.952467
288.354548,146,2547.697206
266.077782,179,2549.757145
278.218138,147,2551.492939
292.077483,206,2553.847763
273.022268,182,2556.030776
276.478876,176,2558.042711
286.165464,153,2559.749764
265.171518,169,2561.78473
279.265461,179,2563.9439
296.788197,179,2566.128579
245.610116,163,2568.025743
273.377669,144,2569.383915
267.951461,165,2571.188872
248.210829,155,2573.067732
277.461384,148,2574.790563
265.704995,179,2576.797096
286.75208,134,2578.313105
293.368499,160,2580.136434
292.282348,447,2585.265793
284.99198,209,2587.772624
292.365152,196,2590.013527
265.991755,136,2591.500568
270.609013,174,2593.213325
288.773333,138,2594.542977
293.697881,165,2596.221227
277.565817,215,2598.872007
264.008507,546,2605.001977
260.633693,215,2607.228929
275.713682,681,2615.13375
301.489152,177,2617.184935
289.684632,170,2618.952817
251.64591,312,2622.100006
281.215892,199,2624.17222
267.987968,217,2626.881921
260.884385,162,2628.875071
287.924136,154,2630.58637
250.207967,284,2633.804799
271.983377,731,2642.190549
260.300729,168,2643.931118
287.417978,170,2645.747881
253.825878,206,2648.175803
279.608987,177,2650.262751
249.455102,191,2652.509279
297.129203,244,2655.01847
288.601283,191,2656.957992
318.338761,197,2659.053444
287.946737,186,2661.187729
275.393348,224,2663.959662
291.050199,136,2665.571986
276.239362,184,2667.598949
274.946545,175,2669.496781
280.405351,145,2670.929583
271.225607,243,2673.311467
274.626603,157,2675.114067
278.729355,307,2678.808646
312.979176,171,2680.848859
287.673222,142,2682.213277
281.61806,185,2684.00438
245.540899,143,2685.390302
295.927427,202,2687.409972
290.730671,138,2689.119092
308.388952,186,2691.251848
286.447222,223,2693.326703
295.700809,183,2695.368191
259.975691,166,2697.497325
294.500473,136,2699.182938
292.740408,203,2701.816844
261.286237,157,2703.341455
269.388789,137,2704.653846
304.979054,158,2706.178475
259.858314,163,2707.736714
255.852321,147,2709.321984
285.660252,167,2711.346519
281.030243,254,2714.324933
280.230414,187,2716.417929
283.430116,129,2717.79583
295.888605,188,2719.873838
292.293506,216,2722.439142
284.259793,244,2725.455448
289.452923,508,2731.580067
273.644827,161,2733.326581
270.822427,159,2735.118454
304.029873,148,2736.778146
278.367326,289,2740.584077
272.033095,140,2742.47682
285.886407,203,2745.15623
257.958183,150,2746.715579
282.087175,158,2748.371699
305.068969,145,2749.938348
299.243525,200,2752.312337
295.907182,299,2755.837816
298.323416,158,2757.731041
286.767839,210,2760.382426
294.893519,143,2762.131475
302.990608,198,2764.43387
283.218299,173,2766.530758
256.238052,144,2768.274449
-20.827336,248,2771.266834
261.164746,154,2773.131198
276.471298,295,2776.716786
295.357344,199,2779.112911
266.264958,161,2780.995199
287.447177,174,2783.24746
264.495165,170,2785.246549
280.348536,526,2790.930434
279.614934,171,2793.055084
310.587903,196,2795.465916
280.664376,197,2797.493095
257.204721,157,2799.202058
258.110756,146,2800.798475
284.001983,218,2803.153037
302.040589,148,2804.979787
305.027792,217,2807.526046
287.606878,190,2809.551146
285.607992,142,2811.207362
296.15628,245,2814.137945
287.908758,151,2815.897375
281.940955,208,2818.311394
261.378189,174,2820.154488
269.351883,157,2821.876739
294.650294,182,2823.854398
297.548176,130,2825.363434
294.491655,206,2827.757595
291.827467,184,2829.803368
298.081408,155,2831.530045
308.677097,198,2834.023247
280.126757,166,2836.101372
275.208729,145,2837.912558
290.899864,178,2840.144522
299.395299,201,2842.64358
291.764422,182,2844.513759
82.990672,162,2846.201507
263.055669,157,2848.16917
294.880315,143,2849.885499
300.99781,164,2851.917862
296.716987,188,2854.103205
259.950977,146,2855.60113
276.481823,224,2858.21634
290.228709,159,2860.074632
268.113989,170,2861.956439
282.079332,197,2864.170593
282.487075,172,2866.248905
287.936444,177,2868.157721
289.094556,188,2870.264324
275.120533,184,2872.020313
305.342449,172,2873.663903
309.758725,171,2875.511999
272.985982,253,2878.714636
278.691159,189,2881.026096
310.482908,176,2883.101376
270.865467,175,2885.121562
248.145324,172,2887.117264
274.584125,166,2889.044444
296.995333,205,2891.529851
283.729905,203,2893.984088
280.932636,145,2895.724594
283.04887,178,2897.840844
289.316078,204,2900.239557
271.135395,194,2902.613876
244.953809,260,2905.353181
301.961588,192,2907.358699
269.222143,177,2909.24042
271.179404,230,2911.659282
278.221228,154,2913.121084
261.585631,211,2915.108022
289.086805,181,2916.984078
293.537487,164,2918.703172
289.36866,137,2920.451568
285.683489,163,2922.503213
285.647239,175,2924.697556
257.345765,155,2926.391042
272.955378,139,2927.958961
287.038922,205,2930.279628
272.055631,170,2932.259269
309.71531,210,2934.472995
279.55856,160,2936.063818
279.074739,165,2937.741494
299.77043,174,2939.486824
293.988943,223,2942.117738
259.841092,161,2943.979391
276.093862,140,2945.616344
273.121007,181,2947.606414
265.36774,176,2949.333136
302.566921,166,2951.049893
264.417494,160,2952.869794
309.960706,176,2954.889705
277.460011,136,2956.464236
271.921452,140,2958.086914
-175.763012,112,2959.389858
25.014304,100,2960.583445
260.511158,155,2962.354025
283.620471,205,2964.470817
276.426603,171,2966.168241
295.82654,172,2967.887095
285.949614,165,2969.842056
260.830639,153,2971.781817
273.043602,138,2973.453539
279.522369,154,2975.310331
269.063477,151,2976.962778
275.950396,173,2978.730707
298.653275,364,2982.512255
272.649864,159,2984.342606
286.952167,224,2986.813322
302.230249,211,2989.160614
313.67704,184,2991.227446
278.405796,181,2993.309863
265.917649,838,3002.038279
263.863297,164,3003.744009
302.044445,193,3006.182365
293.079881,141,3007.908819
286.605411,186,3010.207597
289.594782,183,3012.250429
260.686497,144,3013.775331
291.111778,264,3016.680968
297.900393,204,3018.798418
295.458944,155,3020.594053
289.445693,177,3022.698235
277.035588,159,3024.446717
290.55065,146,3025.954313
271.52539,152,3027.569049
270.626797,492,3033.066239
289.028879,142,3034.746408
290.715567,159,3036.579559
283.872253,152,3038.198209
273.042707,145,3039.705327
248.736796,149,3041.272273
290.48346,190,3043.251827
282.845006,195,3045.390411
288.38668,203,3047.71234
279.152371,164,3049.573242
272.847365,181,3051.491267
288.047296,212,3053.898927
299.601861,242,3056.66855
253.314942,138,3058.270686
292.621582,279,3061.569019
297.766845,214,3064.146542
262.491147,158,3065.951268
282.253286,176,3067.884528
299.07971,205,3070.241615
289.328978,169,3072.081296
286.734125,274,3075.177923
281.60254,183,3077.008776
301.485486,169,3078.854658
284.368751,240,3081.637085
