#{"t_start": 1776549819.139455, "env_id": "LunarLanderContinuous-v3"}
r,l,t
299.469848,180,3083.595789
248.442864,146,3085.252209
305.819845,179,3087.161321
292.948969,203,3089.343743
314.399581,177,3091.208469
291.344062,156,3093.006264
305.186093,171,3095.141402
271.234391,173,3097.135732
289.920111,260,3100.080287
76.548651,123,3101.429746
257.604786,141,3103.025005
267.703867,142,3104.510497
284.128889,691,3112.284832
306.823109,388,3116.981404
268.229937,172,3119.086433
305.222108,176,3121.132557
282.300706,153,3122.873898
304.357906,169,3124.767987
280.784462,138,3126.376998
263.783813,498,3132.042953
259.152037,152,3133.809171
270.365226,176,3135.89326
267.072319,175,3138.06235
308.979568,196,3140.401175
33.930436,108,3141.70864
249.253427,145,3143.464304
306.412485,215,3145.789752
255.035645,146,3147.340981
293.504354,197,3149.532567
294.503478,191,3151.751223
259.380845,153,3153.554558
284.884476,189,3155.790543
290.079238,188,3158.159838
271.355885,178,3160.358784
315.176957,169,3162.555991
278.010955,179,3164.478184
275.343629,137,3166.01894
273.118406,185,3168.028494
312.316097,200,3170.275279
277.733308,161,3172.286253
281.781252,173,3174.478509
292.34023,140,3176.226603
264.486424,167,3178.137459
297.549321,191,3180.277086
265.318567,153,3181.918989
294.541058,181,3183.902406
284.856083,180,3185.859081
296.272166,205,3188.072544
251.317505,146,3189.600499
277.660522,142,3191.185337
263.958179,165,3193.000818
293.027995,182,3195.074853
316.687793,216,3197.486821
311.116015,221,3200.092319
292.076334,182,3202.348734
291.016141,182,3204.594772
298.280695,198,3207.045084
260.735636,155,3208.93456
284.515164,189,3211.226355
283.610972,217,3213.628261
277.572719,147,3215.249781
283.349118,138,3216.738207
259.934352,171,3218.706856
316.429149,229,3221.381926
308.517862,178,3223.475823
264.096862,170,3225.453226
282.586243,170,3227.250537
302.65889,204,3229.446826
298.220442,155,3231.214923
265.763457,168,3233.118429
312.137486,178,3235.131964
293.080298,166,3237.201198
308.16634,195,3239.562072
313.530206,210,3242.076733
278.314006,196,3244.429031
291.846987,134,3246.102683
299.56598,182,3248.201294
296.738554,170,3250.073568
305.177311,187,3252.112698
273.066953,154,3253.772703
258.759558,165,3255.91411
305.988711,199,3258.584301
288.943123,127,3260.350102
294.47442,214,3262.812217
303.665439,198,3264.825125
307.037603,191,3266.782835
269.668796,178,3268.592193
273.536573,167,3270.315589
305.286225,171,3272.20667
283.277361,165,3273.923584
309.351882,243,3276.821176
285.416833,142,3278.59192
281.338671,129,3280.174694
286.010163,549,3286.325392
305.56622,227,3288.71653
285.899613,196,3290.776675
308.196638,213,3293.4045
275.52532,184,3295.704011
283.594841,199,3297.891032
280.908497,155,3299.636628
291.168625,185,3301.717839
290.009256,138,3303.213469
260.735088,144,3304.785881
253.528596,139,3306.390101
269.569164,165,3308.213442
261.649114,147,3309.778189
274.253865,178,3311.7002
295.493432,196,3313.767027
296.084607,162,3315.559848
284.105765,150,3317.212326
287.662652,186,3319.33675
321.63871,210,3321.645725
261.741198,148,3323.246289
302.411536,188,3325.438802
273.392034,165,3327.466809
298.858349,181,3329.572054
286.39294,182,3331.484385
275.939288,172,3333.210864
293.274942,152,3334.73367
267.4372,162,3336.373913
309.308002,164,3338.042316
296.68164,165,3339.73526
277.306225,163,3341.375718
308.112176,206,3343.545569
248.934704,166,3345.558918
249.213455,158,3347.484909
264.267452,145,3349.353815
290.486977,198,3351.472997
279.320655,145,3353.022421
274.034674,140,3354.484787
274.655479,170,3356.230555
297.151779,151,3357.840703
263.510677,163,3359.806945
304.911732,186,3362.098372
303.398045,213,3364.6821
292.509069,182,3366.581544
252.708767,160,3368.248534
259.526226,163,3369.954852
285.997022,210,3372.144715
292.587333,206,3374.270658
281.26879,189,3376.214606
297.622329,146,3377.685969
310.375644,169,3379.817878
299.70447,163,3381.740068
300.282503,223,3384.380395
285.452244,197,3386.621007
291.137752,293,3389.813991
284.864273,131,3391.338436
285.108212,136,3392.816832
297.375926,221,3395.313031
213.204212,444,3400.023988
252.572219,146,3401.532893
295.818092,193,3403.514289
255.875946,273,3406.577088
215.007654,690,3414.795953
296.299974,204,3417.491317
290.187612,135,3419.261384
278.524348,168,3421.147181
289.063376,206,3423.309648
312.754425,161,3424.971445
246.622357,140,3426.447369
302.078187,199,3428.611888
254.350632,165,3430.431085
306.088785,219,3432.7788
256.6662,174,3434.844745
266.01919,189,3437.122069
259.443824,174,3439.188819
264.792449,160,3441.10349
289.863752,206,3443.473131
134.002642,1000,3454.710188
277.918147,156,3456.600522
283.152309,179,3458.683549
290.311413,173,3460.772717
267.292541,167,3462.595643
296.396405,211,3464.840124
264.5082,151,3466.45711
286.418017,165,3468.306731
288.86342,200,3470.623313
290.362095,139,3472.23706
261.954,157,3474.13196
279.235123,135,3475.714374
304.428563,182,3477.727622
258.162532,165,3479.518832
274.082205,157,3481.171763
303.540833,172,3483.23264
298.288586,169,3485.232246
283.243499,177,3487.288927
251.823102,178,3489.423551
311.991055,166,3491.497575
292.724737,184,3493.662861
266.087556,164,3495.678346
272.54983,168,3497.431659
296.668442,178,3499.484637
280.451923,177,3501.532167
276.108368,178,3503.56568
282.768732,150,3505.291988
265.808625,151,3507.085649
285.195213,186,3509.278742
259.957474,168,3511.198929
297.776902,192,3513.41759
299.589148,190,3515.613262
261.471514,159,3517.350498
306.389139,193,3519.416878
294.394727,182,3521.398267
294.650947,178,3523.289032
297.636312,203,3525.530202
271.487306,153,3527.195916
284.573882,170,3529.244176
285.957529,174,3531.257783
241.686235,158,3533.017051
257.684516,167,3534.831115
257.142342,380,3538.965211
247.074605,155,3540.652092
285.321175,188,3542.726113
268.476678,162,3544.558186
295.587101,186,3546.743818
249.305045,168,3548.79932
279.997712,137,3550.475477
265.503121,134,3551.975108
299.39154,176,3553.96033
257.588366,155,3555.705803
280.844283,189,3557.808027
278.866295,143,3559.51862
260.213973,145,3561.28247
262.90607,160,3563.221054
283.371039,165,3565.101797
275.197598,158,3566.899634
291.495489,159,3568.69451
262.220377,165,3570.555709
293.611385,180,3572.548642
281.380654,150,3574.252038
301.523279,166,3576.199456
282.027005,173,3578.282212
256.900498,155,3579.997386
302.448189,189,3581.940432
260.545797,150,3583.493684
298.923702,150,3585.06736
281.193883,166,3586.826325
253.606178,141,3588.373667
291.81976,131,3589.772301
314.43292,207,3592.470816
293.637551,193,3594.496647
298.386798,153,3596.020563
249.61147,163,3597.696203
258.535191,241,3600.563162
277.201708,182,3602.737896
268.278154,133,3604.239432
281.816312,157,3606.010867
259.396969,160,3607.907658
273.506883,176,3610.051338
305.20263,184,3612.23665
294.905615,146,3613.965207
277.182319,165,3615.976607
256.365879,167,3618.085965
272.533466,138,3619.826261
300.321543,189,3622.029084
299.165588,192,3623.998868
281.609144,183,3625.775609
276.938166,169,3627.450942
305.800033,196,3629.589579
290.636178,154,3631.405763
283.695832,175,3633.537411
285.036622,170,3635.55498
268.503057,198,3637.515133
270.254538,163,3639.088468
243.206545,153,3640.604525
276.840032,147,3642.124931
288.52415,721,3650.123267
265.668665,144,3651.647642
257.641914,153,3653.313543
288.803385,192,3655.394594
320.516193,152,3656.952695
286.009076,196,3658.962658
267.254203,156,3660.728696
282.405454,197,3662.910334
297.255707,191,3665.289976
280.875873,184,3667.649726
299.909143,185,3669.872069
285.180669,186,3671.835258
294.487944,171,3673.603203
316.249429,234,3676.363626
295.713829,165,3678.12152
280.859562,209,3680.522506
278.778408,156,3682.266973
2.153755,282,3685.463805
251.124447,155,3687.228224
279.084884,166,3689.125119
290.675095,204,3691.308079
246.049546,150,3692.884869
254.960683,192,3694.910979
291.066842,149,3696.448582
312.695302,175,3698.529336
295.090905,178,3700.60601
285.212704,166,3702.516205
281.361562,174,3704.501975
292.582175,155,3706.110919
294.813835,171,3707.92736
299.006601,201,3710.031437
262.956594,159,3711.968512
296.431247,136,3713.604446
282.786442,195,3716.030283
278.77419,193,3718.184383
278.910467,177,3719.94137
278.67483,163,3721.599928
284.052694,497,3726.719464
280.204819,173,3728.62275
291.336161,187,3730.604176
291.130166,183,3732.851243
316.460386,195,3735.249233
269.317463,148,3736.983539
256.854743,475,3742.75318
307.20955,216,3745.333433
257.581878,167,3746.98119
283.420377,158,3748.566877
290.739592,161,3750.212974
267.833472,149,3751.71815
264.014677,156,3753.469529
278.67222,170,3755.391104
283.795462,131,3756.826328
281.293167,185,3758.903832
299.380261,207,3761.199131
290.214576,222,3763.705502
300.062275,160,3765.497824
270.097089,154,3767.189378
275.375607,194,3769.370199
306.273508,191,3771.610226
304.961015,172,3773.551439
299.606652,201,3775.791772
301.189291,161,3777.696867
303.338147,159,3779.529965
285.737284,141,3781.037641
281.177376,131,3782.399528
260.493857,152,3783.989154
311.709679,253,3786.854099
274.751716,136,3788.489917
287.7757,165,3790.550322
293.023327,148,3792.379241
269.384452,152,3794.020151
299.902837,179,3795.84576
268.87523,157,3797.517054
297.451552,143,3799.006077
279.940603,154,3800.805367
294.653341,141,3802.612799
279.851774,178,3804.63701
278.579797,187,3806.736637
295.703137,136,3808.226307
268.364207,155,3809.949603
290.241238,152,3811.59823
291.129035,140,3813.088137
280.501406,171,3815.089391
286.71002,172,3817.099422
250.185616,137,3818.683492
296.685415,162,3820.49904
253.075008,134,3821.934727
270.35653,172,3823.77185
271.704326,170,3825.63106
-236.307819,355,3829.483886
264.69974,137,3831.021202
268.635539,138,3832.527122
294.173562,134,3833.988624
263.558465,175,3836.068786
279.424552,167,3838.083577
279.762375,163,3839.911189
297.319922,186,3842.157426
245.197123,153,3844.106347
293.570982,182,3846.429937
291.847069,146,3848.213239
303.090478,242,3850.76694
290.377589,180,3852.709055
279.681395,166,3854.558416
264.015602,152,3856.288907
290.798947,177,3858.294567
299.052749,228,3860.880637
287.975346,182,3863.124587
280.381718,147,3864.921071
245.156404,161,3866.876856
291.002711,174,3868.965644
267.567937,162,3870.792058
275.904072,169,3872.667301
265.957353,164,3874.381142
262.300871,173,3876.230985
285.92344,174,3878.064583
298.990867,198,3880.176234
280.136325,178,3882.082333
276.137086,129,3883.72697
282.106326,170,3885.923059
280.015888,136,3887.381312
241.887076,157,3888.982708
261.726569,161,3890.722839
315.294509,220,3893.186472
287.99408,182,3895.21706
295.877249,187,3897.356248
278.238226,134,3898.855168
302.031492,188,3901.104274
293.560848,194,3903.343132
253.70156,136,3904.855376
276.455427,196,3906.995514
268.010916,165,3908.898789
291.980584,184,3911.149714
283.71049,204,3913.626593
262.682262,131,3915.203449
248.828625,150,3917.008179
276.268959,213,3919.550683
288.86505,185,3921.862482
265.96413,236,3924.596355
313.555603,179,3926.815462
287.467105,215,3929.543529
275.909206,164,3931.550758
276.073909,156,3933.307551
299.832562,146,3934.854716
307.069896,181,3936.774293
293.454149,188,3938.726807
297.780186,195,3940.788434
294.175659,172,3942.606727
247.801493,140,3944.071785
280.985779,222,3946.707861
297.409181,153,3948.607677
300.687331,341,3952.482
261.027079,178,3954.323914
312.476475,209,3956.467155
277.577876,173,3958.32304
315.240442,182,3960.421318
305.073276,158,3962.32479
288.61742,232,3965.112301
315.026472,187,3967.27796
254.538439,159,3969.031314
295.202179,190,3971.159738
281.01692,169,3973.001878
308.502064,180,3975.20781
298.874797,190,3977.58319
309.564523,188,3979.944823
294.555718,222,3982.60204
272.731863,172,3984.640485
298.974251,137,3986.321025
252.599664,176,3988.358595
307.196156,217,3990.638555
275.312725,164,3992.384953
307.660111,196,3994.565871
294.700781,190,3996.477212
293.350156,301,3999.522349
272.871589,399,4004.118158
301.869803,159,4006.215254
269.795163,160,4008.290392
255.228516,156,4009.999242
301.632264,211,4012.243799
261.165276,148,4013.826108
285.381978,163,4015.576406
258.428091,168,4017.631873
270.337885,164,4019.703032
283.806032,167,4021.728441
295.05219,205,4024.124786
266.755648,169,4025.96616
293.629688,194,4028.038799
285.384857,192,4030.070341
306.950962,188,4032.046831
286.673195,186,4033.934793
258.25494,154,4035.546558
315.164181,175,4037.496524
306.137606,192,4039.824095
286.430108,170,4041.871542
290.059224,150,4043.731211
278.340322,154,4045.495145
281.849438,161,4047.325747
280.5591,144,4048.954059
281.970667,185,4051.043883
284.393603,154,4052.698918
293.397806,170,4054.719264
290.604901,153,4056.582873
256.030489,159,4058.352068
266.926044,139,4059.753588
291.755468,200,4061.829253
303.314282,185,4063.723315
310.5553,201,4065.854532
301.850278,183,4067.835047
261.68717,159,4069.546038
279.921518,162,4071.417983
269.960876,145,4072.913035
291.829215,148,4074.416741
276.859555,159,4076.117666
290.524165,171,4077.989522
293.031579,191,4079.86742
268.230023,154,4081.381349
285.588085,156,4082.90351
291.76745,165,4084.525444
296.130872,164,4086.594835
277.96154,174,4088.866374
268.34472,162,4090.844079
267.185777,153,4092.57251
284.254506,195,4094.638157
290.775129,183,4096.502511
273.283838,157,4098.071377
292.111511,176,4100.090196
280.836931,130,4101.514413
272.051593,144,4103.196597
281.760057,152,4104.796471
311.4135,222,4107.161091
315.079695,212,4109.369935
271.541976,147,4110.848471
275.204195,164,4112.691211
267.815573,153,4114.596343
251.693454,153,4116.473996
298.052906,190,4118.812186
273.908264,161,4120.459385
285.985261,175,4122.167612
296.790329,169,4123.821788
293.722649,135,4125.157084
312.801493,212,4127.462727
278.676205,165,4129.267545
281.426023,176,4131.160702
278.074044,172,4132.994432
260.067972,151,4134.650365
312.256136,186,4136.69349
294.446969,177,4138.649622
293.615822,155,4140.455234
258.472306,159,4142.394618
282.13957,152,4144.293587
251.027855,143,4146.029103
277.42387,170,4148.012878
283.451149,173,4149.88618
267.377767,155,4151.611065
289.546648,169,4153.466631
261.04128,157,4155.018153
305.662158,150,4156.52632
288.645706,179,4158.324473
281.954862,169,4160.177941
290.994775,165,4162.153454
268.581394,139,4163.735578
294.050004,171,4165.544324
302.975908,192,4167.687632
311.217808,163,4169.427348
305.184165,173,4171.259661
277.197869,136,4172.704436
284.95524,165,4174.632112
291.97549,164,4176.53498
296.41091,201,4178.922742
266.042896,152,4180.750273
317.602972,167,4182.583931
276.378865,167,4184.42892
260.118405,151,4186.069287
298.822047,193,4188.249802
277.958013,163,4190.157431
301.666315,192,4192.452485
296.92784,211,4194.950665
297.018341,178,4197.154873
285.188361,175,4199.320167
275.91798,176,4201.490949
252.263666,157,4203.307756
294.389736,183,4205.374302
247.729296,147,4206.977143
297.566073,172,4208.926164
279.233895,136,4210.434448
299.524128,170,4212.434499
279.110616,187,4214.633138
294.966719,184,4216.770819
295.535228,139,4218.458333
304.448554,164,4220.439474
258.143361,154,4222.347644
287.685298,136,4223.849889
275.932901,186,4225.834967
284.453298,174,4227.707333
292.812583,139,4229.161731
303.512872,181,4231.257216
281.995235,151,4232.915639
297.9633,169,4234.76692
283.143167,170,4236.66684
307.021116,160,4238.553061
295.671095,189,4240.757017
260.197617,159,4242.748119
318.620117,219,4245.182096
282.601526,166,4246.944705
294.179505,157,4248.588422
264.534462,164,4250.308583
260.497937,170,4252.373515
273.372794,181,4254.600562
305.077544,177,4256.704695
308.55527,184,4258.83959
301.323809,193,4261.022845
254.183293,159,4262.81137
295.748765,156,4264.580631
274.857022,140,4266.044222
283.329669,160,4267.715944
312.284911,215,4270.167814
316.203131,159,4271.955477
312.443589,194,4274.027227
274.313541,166,4276.135255
264.505976,172,4277.971793
306.36841,184,4280.239353
278.421322,147,4281.927495
294.15717,153,4283.853901
315.389396,174,4285.905133
291.85028,180,4288.00315
272.677109,164,4289.88743
252.08705,154,4291.683623
293.790026,180,4293.605341
289.045982,134,4295.030689
304.436273,192,4297.10545
318.64766,209,4299.364474
276.74682,138,4301.080374
305.128047,165,4303.113974
278.787071,193,4305.559442
307.692356,168,4307.50333
265.340842,158,4309.140248
308.035865,207,4311.306818
299.443858,190,4313.373716
276.791401,176,4315.511764
256.666104,151,4317.3116
290.997999,182,4319.535342
313.811807,169,4321.540921
297.497222,151,4323.381738
287.941881,181,4325.558339
262.524056,155,4327.439178
293.468276,148,4329.196636
283.427398,155,4331.133894
281.724221,175,4333.214031
270.405601,149,4334.981211
269.256335,157,4336.922835
310.960884,195,4339.430088
317.487795,195,4342.159512
270.517833,420,4346.571923
290.291506,186,4348.369047
271.039775,143,4349.812905
296.206707,143,4351.294481
261.201771,164,4353.058323
257.46999,156,4354.875391
270.981989,155,4356.614556
285.766474,184,4358.733874
295.176661,157,4360.533036
248.364685,159,4362.367349
306.600804,182,4364.370239
310.832671,174,4366.240827
258.387933,172,4368.008192
263.077476,149,4369.656844
313.223839,219,4372.061434
268.586528,163,4373.884266
295.113996,177,4375.877624
267.152619,166,4377.786451
282.020718,150,4379.364165
270.386867,320,4382.738563
281.358139,176,4384.626151
283.890092,174,4386.53798
264.280564,177,4388.430034
286.034359,211,4390.713497
288.156628,176,4392.704648
261.654514,158,4394.511659
288.780565,129,4396.004983
270.083214,159,4397.954921
304.049773,189,4400.048126
272.608827,133,4401.569845
249.649839,163,4403.458796
295.219791,177,4405.435642
290.720469,187,4407.551586
284.776128,172,4409.513433
316.406055,149,4411.276586
296.343804,176,4413.111877
306.079501,151,4414.633466
267.974584,159,4416.214978
292.814908,172,4417.920114
291.80572,180,4419.735071
280.797937,168,4421.445726
299.514029,204,4423.509493
275.392391,174,4425.393265
278.206414,150,4427.151444
305.730529,167,4429.196416
295.552272,164,4431.050199
266.768392,164,4432.774315
276.964353,159,4434.404905
268.225623,164,4436.117987
261.530262,169,4437.872154
276.6988,363,4441.991804
305.046455,183,4444.120672
302.881103,185,4446.234966
301.205178,159,4447.990757
263.69459,175,4449.833951
285.171187,153,4451.456214
293.329019,188,4453.460716
285.124136,154,4454.990493
314.557548,197,4456.989082
262.207123,157,4458.549812
300.262753,189,4460.701205
282.51022,154,4462.542157
286.399768,190,4464.712372
277.592394,183,4466.798357
262.109136,143,4468.382979
286.767709,162,4470.133434
263.785032,145,4471.758751
256.459144,152,4473.458452
282.586526,168,4475.221626
305.61117,180,4477.15558
254.024302,149,4478.883035
276.638292,166,4480.618347
304.417644,154,4482.176033
302.973088,184,4484.044831
301.870057,198,4486.084458
268.805625,164,4488.112161
309.809514,185,4490.353623
312.665143,170,4492.15206
300.079542,166,4494.017177
277.226307,140,4495.833086
286.302239,194,4498.427838
316.621238,208,4501.052598
255.585166,147,4502.593277
305.290398,201,4504.741324
306.667457,153,4506.376056
272.72334,153,4507.997011
286.713311,140,4509.900036
295.102174,202,4512.315033
319.79183,163,4514.20282
308.68306,162,4516.298543
281.26917,189,4518.362356
309.306562,190,4520.507561
272.435501,149,4522.290094
268.179814,194,4524.749359
275.292721,176,4527.012578
302.365382,166,4529.004407
291.37731,189,4530.98489
295.731261,170,4532.710698
274.75316,175,4534.498904
258.45988,159,4536.313447
281.2847,183,4538.576411
310.020214,202,4541.135406
269.155499,172,4543.279292
305.744719,175,4545.149056
288.046555,167,4546.870828
280.610401,132,4548.23498
321.034098,205,4550.515318
289.256779,144,4552.217735
291.109561,193,4554.514597
304.862061,154,4556.338845
273.494846,176,4558.40896
289.568508,177,4560.533819
292.560941,147,4562.313095
300.741266,153,4564.147333
256.101441,163,4566.078614
289.107771,203,4568.42012
287.656764,151,4570.176977
291.294683,185,4572.312537
261.464637,154,4574.178789
255.938243,238,4577.03844
294.847244,164,4579.065634
316.400105,220,4581.644353
281.694826,171,4583.805065
290.42103,156,4585.62853
239.661005,151,4587.421551
275.22133,194,4589.515332
298.632704,205,4591.743646
302.991855,187,4593.955801
294.762764,189,4596.306185
290.144553,199,4598.824358
291.510639,199,4601.404917
275.343709,153,4603.115379
279.96298,180,4604.985937
303.289878,217,4607.730744
294.486072,172,4610.155701
290.04991,170,4612.118501
301.296741,179,4614.258624
306.706394,168,4616.229023
306.606176,188,4618.456738
312.164061,217,4621.009574
313.896241,168,4622.872084
304.956273,193,4624.878135
275.519916,150,4626.483815
271.589109,164,4628.345757
310.422225,179,4630.420522
308.74224,217,4632.737963
307.521001,150,4634.347245
242.571605,140,4635.88544
308.981008,176,4638.024059
273.884985,130,4639.605616
320.43936,170,4641.491806
296.951746,187,4643.667793
263.973683,160,4645.474589
280.140387,125,4646.881408
316.162956,194,4649.227271
306.804501,192,4651.419727
300.700188,148,4653.022844
258.006696,155,4654.67299
321.314157,254,4657.60547
278.484984,136,4659.479279
309.862081,231,4662.474292
280.107704,183,4664.575395
273.33827,166,4666.237914
292.401719,155,4667.782594
294.257812,197,4669.75731
300.307423,193,4672.256895
265.093739,139,4674.094194
274.90532,178,4676.445677
260.086191,160,4678.397929
259.852632,161,4680.195813
281.773309,168,4682.039447
309.030258,202,4684.277442
279.398676,201,4686.606717
300.614771,197,4688.753959
295.136671,203,4691.022383
301.205009,231,4693.551648
288.763303,161,4695.400635
295.230756,175,4697.37419
289.686005,181,4699.575498
290.849405,193,4701.818456
299.833865,188,4703.924811
311.280138,178,4705.78277
298.39234,189,4707.693653
287.039544,165,4709.379044
297.679461,181,4711.176761
286.771373,154,4712.753375
284.217486,195,4714.990384
267.299833,147,4716.861482
289.482462,199,4719.176515
307.495472,165,4721.010058
297.044569,286,4723.908912
298.201213,153,4725.396086
250.513391,177,4727.188838
270.648904,139,4728.656784
283.446395,144,4730.212968
284.983002,138,4731.82527
282.144188,181,4733.785987
291.159133,164,4735.52705
288.635187,178,4737.423841
250.620764,139,4738.896003
261.994491,142,4740.383413
285.102627,174,4742.175449
300.00665,163,4743.893582
268.737348,149,4745.43149
304.215536,179,4747.408047
266.608899,176,4749.438641
279.197661,149,4751.102524
302.222917,184,4753.149516
305.53113,273,4755.862772
285.560363,162,4757.483186
288.893271,380,4761.559664
299.427621,178,4763.607643
273.042544,171,4765.43721
297.273473,368,4769.589972
285.690306,185,4771.585894
284.742051,151,4773.103958
258.216934,174,4774.941256
284.689706,174,4776.795786
278.31886,162,4778.575043
285.578756,170,4780.486062
279.484872,172,4782.497028
292.249417,155,4784.36131
243.830688,142,4786.088484
255.417855,156,4787.988426
305.07478,149,4789.54549
313.161414,164,4791.212439
294.901359,220,4793.509979
293.000132,192,4795.790148
302.465757,180,4798.089574
318.438646,180,4800.443772
269.415922,156,4802.326426
286.992454,149,4803.799156
263.478492,151,4805.296494
292.728937,168,4806.951514
293.758716,181,4808.735486
269.208576,154,4810.354977
281.294339,144,4811.815814
266.059653,165,4813.539101
297.856759,196,4815.6778
276.662881,197,4818.144655
290.462776,184,4820.333133
285.077584,183,4822.501326
298.760216,228,4825.417401
291.457775,166,4827.526572
275.153482,134,4829.230898
303.223452,169,4830.963099
291.869477,185,4832.766395
266.272595,153,4834.263974
288.192979,140,4835.63027
287.256548,191,4837.67747
299.268006,170,4839.580628
271.417657,152,4841.269619
296.73227,197,4843.54519
298.029552,127,4844.973858
275.643255,152,4846.794662
302.7792,176,4848.84155
302.740419,189,4850.941524
287.601074,177,4853.01319
299.492322,187,4855.274635
288.397959,163,4857.278018
290.437645,127,4858.841724
264.872983,147,4860.534564
258.134699,176,4862.540668
297.519662,168,4864.458361
269.557368,190,4866.348413
308.669437,166,4867.991457
280.463916,136,4869.349485
282.465428,174,4871.24115
313.946228,199,4873.726518
282.006183,185,4876.183141
313.57312,177,4878.392467
292.474078,175,4880.240009
293.026098,171,4882.063682
288.757375,184,4884.158642
314.907167,231,4886.749076
303.47579,184,4888.815948
275.734329,167,4890.820355
300.538843,153,4892.573105
300.821195,198,4894.706919
262.142032,162,4896.494755
314.562226,197,4898.734649
289.350904,168,4900.675195
300.320233,132,4902.181796
291.018462,174,4904.15288
272.28158,166,4905.970107
295.730522,150,4907.520263
314.005378,155,4909.111736
299.282173,176,4911.002135
292.209689,140,4912.660609
260.139679,166,4914.524321
256.746392,153,4916.200091
308.053528,188,4918.224917
290.350414,172,4920.150367
287.580206,160,4921.996802
257.326822,150,4923.763376
303.25868,174,4925.812363
294.174883,192,4928.215291
273.144944,162,4930.2567
312.724552,202,4932.787934
317.85282,195,4935.172043
260.317373,165,4937.002665
285.263041,172,4938.972685
289.40482,126,4940.392487
152.675976,1000,4951.788233
267.736827,144,4953.610144
290.572242,182,4955.849379
258.931156,151,4957.361695
284.452856,172,4959.082916
298.352665,182,4960.929383
272.593477,195,4962.955019
291.344782,184,4965.054587
273.583552,140,4966.703932
321.799924,168,4968.740307
263.099032,150,4970.409026
302.559438,199,4972.565897
287.709602,323,4976.073301
257.01596,149,4977.642297
266.111212,142,4979.164306
276.409859,682,4987.018816
256.070224,141,4988.793813
315.527121,197,4991.053253
310.934039,187,4993.357245
271.617504,141,4995.142074
278.636053,135,4996.731783
274.528012,175,4998.683128
272.539137,132,5000.212348
289.274702,168,5002.260523
288.069417,144,5003.917517
256.765586,146,5005.558546
304.005207,130,5007.051208
261.079968,151,5008.775143
277.743148,154,5010.534037
282.073837,148,5012.258191
261.861621,154,5014.233976
267.936856,148,5016.163688
247.097559,141,5018.026402
280.275842,190,5020.238194
281.371516,163,5021.91825
290.765055,147,5023.440469
259.492499,147,5025.001963
313.696925,173,5026.843146
258.465221,134,5028.259838
266.826908,149,5029.822207
310.617918,165,5031.706113
293.396291,196,5033.870161
264.545512,139,5035.371028
249.674382,160,5037.250233
312.997311,181,5039.442595
-25.116284,74,5040.2391
279.585162,127,5041.685957
269.285114,135,5043.378099
282.488979,234,5045.881298
292.950244,150,5047.602386
323.402486,149,5049.318839
302.136087,142,5051.003756
265.487983,141,5052.770783
255.72396,149,5054.535696
299.59439,158,5056.429871
276.867874,154,5058.210112
274.675934,164,5060.15526
308.241691,172,5062.160381
281.136883,171,5064.107545
258.8321,149,5065.765913
301.872342,181,5067.784577
263.626325,162,5069.674895
291.509969,154,5071.459175
304.439603,198,5073.791078
298.73379,168,5075.720236
276.286766,152,5077.385447
327.485187,159,5079.050274
263.851195,151,5080.667792
288.867714,157,5082.209208
286.339926,224,5084.375814
292.198294,138,5085.76374
288.190877,160,5087.388969
299.880985,139,5089.132759
291.475636,174,5091.077104
302.708214,172,5092.768325
280.70948,160,5094.357951
278.57954,163,5096.113267
291.4332,178,5098.044034
304.60164,192,5100.050071
280.102336,154,5101.717942
301.686568,279,5104.849031
294.484412,177,5106.863984
286.985077,132,5108.447887
283.495918,144,5110.043406
269.897261,140,5111.521008
285.291584,133,5112.907434
174.18246,1000,5123.877232
256.821308,138,5125.332624
291.493143,185,5127.262597
311.973814,162,5128.962987
294.842154,147,5130.56016
304.062895,235,5132.988052
304.579718,204,5135.153969
257.514237,150,5136.807462
299.567924,186,5139.099253
295.805648,174,5141.170184
316.912794,201,5143.586758
283.47456,151,5145.214555
296.173601,230,5147.550387
280.671542,180,5149.349799
298.673493,177,5151.455093
258.529211,154,5153.391885
277.220418,169,5155.570372
240.387308,171,5157.758935
287.425656,146,5159.262013
255.496869,960,5169.225628
256.150233,142,5170.723969
308.236214,194,5173.008063
297.580768,176,5175.088683
262.142576,150,5176.92247
283.466245,174,5178.822713
296.210157,138,5180.404722
319.420183,153,5182.259556
284.236143,173,5184.32762
268.457975,166,5186.087744
325.038013,146,5187.64797
326.002661,146,5189.21126
281.353213,139,5190.653562
263.032035,159,5192.343688
291.356362,187,5194.250393
282.942651,181,5196.096979
272.42593,143,5197.605833
281.08169,177,5199.664828
286.139475,146,5201.499166
282.745826,168,5203.570558
300.401933,166,5205.647333
311.887267,228,5207.900632
259.873379,152,5209.500247
310.358673,164,5211.436546
317.73735,196,5213.600979
275.176847,161,5215.27207
290.554381,157,5216.872463
303.224234,187,5218.81567
298.23509,159,5220.511668
283.105316,177,5222.425637
256.039575,143,5224.055858
278.890632,159,5225.791371
303.960667,194,5228.157066
293.287843,188,5230.398134
287.284729,173,5232.448059
278.998377,160,5234.270535
321.087837,155,5236.051444
272.271078,141,5237.692989
290.626947,133,5239.246383
308.765919,181,5241.338158
276.310115,151,5243.148669
251.313254,137,5244.629422
306.738005,188,5246.645078
283.983545,142,5248.294442
290.455731,186,5250.424507
271.613534,159,5252.295772
292.501821,158,5254.084658
