#{"t_start": 1776543431.8536737, "env_id": "LunarLanderContinuous-v3"}
r,l,t
298.088359,198,3073.188857
268.780473,147,3074.962592
296.979407,232,3077.553138
286.899254,161,3079.30888
280.827274,163,3081.212346
270.285081,152,3083.023827
283.002198,140,3084.63765
264.897535,163,3086.516434
241.482201,158,3088.373845
308.093464,229,3090.987989
246.291369,157,3092.761145
299.075823,210,3095.05406
289.21841,171,3097.18542
278.901899,182,3099.083751
294.759832,208,3101.208537
300.763652,214,3103.487636
265.233518,170,3105.532281
250.473609,170,3107.592314
304.11768,216,3110.401179
269.419375,164,3112.246593
299.154114,227,3114.578619
235.011364,160,3116.381733
246.290585,147,3117.901081
310.651983,232,3120.301985
288.159407,227,3122.656325
306.612378,203,3124.773313
265.066482,207,3127.360591
262.501024,189,3129.644192
283.586399,187,3131.895064
275.061841,158,3133.575028
245.697138,168,3135.325969
275.069172,175,3137.136107
237.457345,186,3139.306156
284.045784,208,3141.609104
247.628332,287,3144.886054
299.450155,211,3147.34895
265.769157,180,3149.502506
249.502248,159,3151.38561
302.201815,241,3154.257287
295.979677,692,3162.225293
263.026755,167,3164.245215
280.480555,180,3166.504349
253.724659,191,3169.063542
290.574423,183,3170.879372
44.87115,168,3172.462232
267.909445,159,3173.955693
267.507663,190,3175.761063
247.615983,215,3178.478336
269.217333,190,3180.937521
261.593279,185,3183.231653
289.642681,209,3185.495682
264.821027,199,3187.48776
294.486621,240,3190.237356
267.534391,158,3192.086989
289.288953,200,3194.374059
261.883611,184,3196.591638
286.162821,183,3198.726342
275.760672,167,3200.768107
256.215359,168,3202.774676
272.16942,177,3204.899934
272.069143,180,3206.751162
245.937984,198,3208.63532
309.748353,233,3210.856241
271.60205,144,3212.390705
254.560133,174,3214.539529
288.24118,203,3216.942442
287.890902,198,3219.188956
260.822128,166,3221.088481
308.474057,226,3223.646714
273.489668,171,3225.598027
261.375885,168,3227.571569
275.434187,179,3229.676567
261.4119,147,3231.463896
255.755972,174,3233.38049
285.86398,209,3235.685035
293.264157,191,3237.728858
301.189874,209,3240.110128
277.036948,140,3241.825169
277.636693,140,3243.698792
262.574573,135,3245.099334
283.10183,179,3246.957987
312.374489,228,3249.420227
275.280313,153,3251.207683
262.59899,161,3252.871378
266.786257,160,3254.572552
262.529647,146,3256.273017
266.246282,161,3258.063633
274.830942,150,3259.552358
278.529363,158,3261.157916
307.134562,200,3263.531903
297.657652,214,3266.025488
292.460722,205,3268.482667
281.181372,135,3269.821485
247.074552,151,3271.31309
308.11919,175,3273.070038
267.764347,165,3274.693459
279.215818,201,3277.038646
300.014811,157,3278.799035
259.068624,162,3280.609547
297.938439,188,3282.790755
300.705596,243,3285.068605
297.636505,215,3287.249815
276.934155,146,3288.748214
290.488556,152,3290.687486
283.54931,184,3292.885763
287.226995,198,3295.133201
252.803686,139,3296.682109
260.974811,153,3298.207025
259.815661,151,3299.696105
277.988556,144,3301.124952
270.385513,185,3303.028147
290.839151,213,3305.344619
85.43754,128,3306.740087
243.944985,157,3308.417769
264.42455,170,3310.207588
48.480569,133,3311.556012
300.113143,192,3313.449118
267.978679,148,3314.885352
259.722612,181,3316.721101
309.373575,195,3318.800462
275.191431,197,3320.811003
273.00324,147,3322.235369
311.408574,172,3324.162599
268.118222,170,3326.31614
247.533704,179,3328.539832
287.234648,223,3331.178226
266.434423,173,3332.971728
306.587376,224,3335.175183
297.721633,233,3337.502584
280.611315,145,3339.181366
280.317494,171,3341.232975
312.391058,193,3343.552732
242.27288,176,3345.586561
289.63082,167,3347.409007
299.322162,182,3349.566382
304.951031,179,3351.476768
258.075523,167,3353.589561
289.828847,197,3356.187512
300.165438,530,3362.281223
275.705938,137,3363.634238
213.161998,332,3367.231935
274.884543,150,3369.16008
291.979923,153,3371.123977
280.485527,171,3373.295963
285.833933,209,3375.633184
311.327998,147,3377.220382
276.273817,133,3378.832689
302.310986,160,3380.693803
158.761114,1000,3392.555212
299.736429,196,3394.983337
270.906851,169,3396.982791
278.608028,184,3399.148901
296.961168,169,3401.106782
272.561044,332,3405.067432
301.520101,151,3406.91744
307.131728,155,3408.883452
286.589182,166,3410.893322
303.379848,192,3412.927837
258.569582,144,3414.597847
284.203997,154,3416.419715
293.241272,204,3418.801809
264.344514,161,3420.477864
301.846696,161,3422.167382
274.883793,171,3424.039864
305.43999,214,3426.609412
269.006673,176,3428.828191
266.986437,166,3430.931805
281.968549,161,3432.911618
289.66404,224,3435.38237
296.540732,166,3437.171538
274.073589,140,3438.741381
277.892913,174,3440.660564
284.37185,191,3442.650837
322.066791,198,3444.85777
312.595522,167,3446.588332
287.816648,182,3448.815659
302.112975,193,3451.139598
286.604863,186,3453.406809
257.809348,165,3455.127459
270.448305,162,3456.717056
304.560334,186,3458.541482
277.998267,223,3460.768076
280.019495,184,3463.051069
298.594061,179,3464.977906
285.670407,174,3466.827167
314.978738,213,3469.358366
309.006827,186,3471.760083
272.945747,175,3473.932909
292.735533,182,3476.096308
289.414618,152,3477.765016
304.896488,168,3479.568165
286.934172,137,3481.009867
293.052313,212,3483.521565
301.037456,215,3486.105462
249.003708,152,3487.701758
311.581354,210,3490.016499
279.165684,181,3492.308521
266.787394,164,3494.342585
303.096514,177,3496.554374
265.388346,188,3498.641732
280.861082,170,3500.587716
305.727524,217,3503.14066
296.417845,200,3505.610798
259.974912,173,3507.841557
291.85991,183,3510.216033
301.222431,201,3512.683214
305.619435,208,3515.000611
322.44499,172,3516.642956
258.370702,146,3518.035975
298.030244,146,3519.828837
295.77892,204,3522.355609
303.945943,206,3524.94144
274.534706,178,3527.028828
290.51319,140,3528.507313
288.76705,176,3530.409864
262.919609,175,3532.080893
314.12026,180,3534.172101
269.182318,160,3536.057535
282.028561,188,3538.289327
293.642879,212,3540.74336
285.80913,185,3542.814759
276.681683,181,3544.987181
295.839381,201,3547.212351
284.364148,184,3549.425222
299.36282,192,3551.774398
258.518735,146,3553.52436
295.274091,175,3555.678988
298.41423,183,3557.855029
261.743101,155,3559.702475
288.047629,179,3561.714538
269.982587,167,3563.617681
284.084317,189,3565.747267
299.323834,198,3568.055961
296.181535,206,3570.387365
298.004593,191,3572.594505
283.318896,143,3574.234554
292.311548,186,3576.405042
293.697486,191,3578.538542
278.417189,190,3580.741794
277.298393,189,3582.598439
266.213533,140,3583.945855
305.876989,232,3586.678071
249.695934,143,3588.377506
287.916936,188,3590.800917
265.243634,167,3592.485329
297.36911,203,3594.669641
314.546836,217,3596.871669
219.614648,958,3607.760408
290.489432,209,3609.911351
268.191466,179,3611.717744
265.896425,141,3613.40269
269.456514,141,3615.111409
280.858403,189,3617.45198
287.33152,223,3619.68564
296.09091,203,3622.080504
275.437748,166,3624.104596
279.903974,224,3626.730939
268.998303,168,3628.470354
302.169854,215,3630.5233
301.532009,211,3632.625923
288.297239,141,3634.078846
301.596206,204,3636.574852
293.869265,219,3639.350611
290.166971,174,3641.500081
250.711265,166,3643.249085
290.30563,184,3645.137339
299.062974,213,3647.34507
296.071009,200,3649.652836
277.366442,169,3651.672151
244.151431,163,3653.619804
292.908955,187,3655.866894
268.835098,146,3657.248105
261.825156,166,3658.793852
301.805174,169,3660.376946
285.774358,208,3662.331539
312.130018,178,3664.542884
302.387141,198,3667.050594
290.598594,215,3669.755081
278.28901,178,3671.548243
298.247968,221,3673.632203
271.238398,185,3675.43672
297.676484,217,3677.643812
293.048059,149,3679.092849
267.150946,149,3680.526358
290.747799,220,3682.682692
287.627487,188,3684.874097
281.218061,180,3686.983877
273.707805,149,3688.720793
264.192302,176,3690.689818
309.291849,223,3692.799262
303.228515,199,3694.678607
301.546596,165,3696.220212
265.255922,156,3697.906763
306.308287,200,3700.311008
302.000708,173,3702.289957
298.519721,205,3704.583512
260.286578,168,3706.181205
311.367286,220,3708.496812
292.778618,214,3710.902708
271.675042,148,3712.792855
273.696988,181,3715.050745
298.38529,144,3716.871985
289.932541,222,3719.59724
261.373296,175,3721.429136
247.279693,151,3722.997553
296.900113,141,3724.451988
265.94965,178,3726.411827
288.318271,200,3728.904027
303.806143,198,3731.394291
141.551705,1000,3742.859951
254.240886,179,3744.942086
252.365265,149,3746.691945
281.31677,187,3748.918849
307.466803,196,3751.32945
290.829446,136,3752.988099
288.757815,210,3755.522741
253.985657,171,3757.549198
290.959902,188,3759.765415
262.634575,184,3761.9644
254.388168,161,3763.86843
308.077436,195,3766.200917
304.317071,216,3768.740598
289.900723,195,3771.066766
266.679222,147,3772.922251
251.905486,158,3774.893044
285.197488,177,3777.077293
289.246429,166,3779.037143
285.557164,185,3781.195519
269.372097,144,3782.853288
259.742737,449,3787.969374
246.318776,187,3789.874768
291.037983,230,3792.249477
274.120339,155,3794.126456
308.99857,215,3796.765399
293.391769,212,3799.360764
256.669072,165,3801.049493
273.932709,142,3802.66369
275.609643,182,3804.798059
288.778766,218,3807.314714
285.515756,275,3810.342746
312.124943,198,3812.533832
277.788911,135,3814.049564
275.663882,190,3816.252548
304.832094,209,3818.708657
263.761387,192,3821.024859
290.591409,139,3822.547923
256.372439,143,3824.117903
272.647892,141,3825.657654
260.142499,188,3827.93528
271.706209,218,3830.372647
259.401623,179,3832.188206
272.76463,151,3833.675644
291.795172,184,3835.722929
310.495413,173,3837.929935
289.054811,172,3840.107299
260.759739,181,3842.424512
263.837535,208,3844.641023
294.105518,208,3846.823734
250.961335,170,3848.634605
288.121743,176,3850.572145
283.75457,184,3852.571899
291.873311,191,3854.668335
281.251364,189,3856.838163
301.681666,227,3859.161918
259.05343,150,3860.615884
253.715582,164,3862.241668
311.289471,191,3864.412009
268.736572,175,3866.495925
275.486529,170,3868.497903
290.451838,136,3870.108116
304.054982,228,3872.435939
284.68916,190,3874.545972
271.524667,177,3876.650193
278.586982,198,3879.036864
250.542331,153,3880.904773
275.225377,178,3883.029062
279.355196,189,3885.286738
316.473473,221,3887.825855
281.710313,194,3890.116366
259.306829,159,3891.961132
285.25008,168,3893.983846
268.198815,146,3895.753023
298.373282,221,3898.46515
300.753043,166,3900.521923
275.587781,186,3902.283056
260.911368,165,3903.87008
302.848667,176,3905.539994
278.843926,192,3907.54514
272.789333,157,3909.460357
289.418833,184,3911.765649
277.163629,168,3913.821789
305.829801,185,3915.71648
299.385915,220,3917.919651
284.499433,218,3920.44547
303.59355,204,3922.585387
271.19756,180,3924.274886
273.91114,188,3926.051633
275.02117,183,3927.801628
319.27343,228,3930.456614
255.676696,170,3932.500088
273.477304,183,3934.766432
258.039906,146,3936.407036
276.663031,178,3938.094364
252.846327,163,3939.653419
286.230897,150,3941.065536
262.523929,173,3942.799616
291.873955,137,3944.433532
280.432368,143,3946.157002
307.622297,183,3948.341035
274.959475,178,3950.479152
269.069344,187,3952.408266
281.74549,181,3954.306688
296.90418,167,3955.985272
295.332773,142,3957.628406
290.328172,202,3960.130788
252.043204,156,3962.068205
240.050721,158,3964.073128
301.075856,174,3966.163311
311.116527,209,3968.626614
289.503867,175,3970.576226
251.679446,152,3972.404389
255.857642,155,3974.289608
269.978326,190,3976.619376
275.5369,184,3978.680744
288.169379,135,3980.199363
284.206158,134,3981.814236
246.946707,152,3983.639477
308.401825,218,3986.234444
262.611162,176,3988.210192
287.071428,189,3990.206787
278.308266,172,3991.936774
279.781212,182,3993.862132
299.954505,170,3995.878138
292.264095,159,3997.690527
295.94378,202,4000.116435
265.900269,144,4001.747473
319.782498,266,4004.241282
283.824841,203,4006.230433
300.973553,157,4007.89038
282.129008,204,4010.399058
248.708925,140,4012.070959
279.511372,137,4013.729939
319.08685,227,4016.207517
249.518247,160,4017.72877
280.859536,175,4019.389799
284.797747,178,4021.147661
308.112325,187,4023.134281
283.002408,150,4024.927993
268.543268,136,4026.544947
285.245785,165,4028.508425
282.964282,177,4030.459812
276.203314,171,4032.061672
289.723203,212,4034.114337
258.634055,176,4035.752958
253.382047,158,4037.435936
307.59089,211,4039.526775
298.732894,166,4041.077172
260.581132,159,4042.640576
262.073657,157,4044.374765
300.558073,194,4046.698831
264.140028,162,4048.637262
303.690123,203,4050.97066
285.90777,175,4052.691474
263.080907,159,4054.215621
249.447489,150,4055.665172
262.104163,154,4057.133054
286.24935,166,4059.117018
299.733365,161,4061.032897
282.170763,161,4063.218916
261.52585,199,4065.443028
298.89544,157,4067.14736
249.24898,162,4068.824339
299.036102,219,4071.246947
283.083245,177,4073.47987
264.500779,176,4075.74152
286.267615,156,4077.797245
255.314611,147,4079.628285
297.630672,224,4081.969993
286.818097,143,4083.556308
275.632618,182,4085.415515
280.259746,205,4087.965162
311.019394,199,4090.54305
299.782552,228,4093.51134
297.006568,207,4095.65268
302.944954,215,4097.926882
269.485671,155,4099.754227
287.712458,184,4101.919748
293.852534,172,4103.932115
268.914412,172,4105.948225
254.45633,207,4108.384245
299.222981,180,4110.51217
255.534657,157,4112.356997
281.719667,188,4114.579499
285.362747,292,4118.060552
296.462929,193,4120.350282
303.958451,210,4122.836324
318.846597,191,4125.151956
266.849609,157,4127.053317
263.985067,180,4129.225855
302.988629,221,4131.79163
303.185057,375,4135.958573
276.620654,166,4137.676455
292.154695,152,4139.490612
274.571193,174,4141.517068
266.319278,157,4143.290687
269.077646,341,4147.18528
272.056842,197,4149.713604
306.122973,213,4152.424338
278.456659,164,4154.271845
266.043779,159,4155.904588
285.570598,211,4158.074612
297.302061,164,4159.810901
312.238823,228,4162.511528
305.800812,177,4164.64016
279.049149,141,4166.322599
297.726308,773,4175.595726
269.735999,176,4177.455687
265.382476,158,4179.086203
281.338555,177,4180.946514
269.755912,164,4182.878145
283.782581,152,4184.773928
284.830626,210,4187.309274
263.09759,147,4189.032253
182.940598,1000,4200.437723
286.705071,181,4202.347421
306.425029,198,4204.677597
268.162403,156,4206.592048
285.214057,182,4208.809037
300.679191,234,4211.52154
279.716199,181,4213.464866
250.438797,158,4215.149407
295.684889,137,4216.865637
296.737055,196,4219.230031
286.971698,212,4221.740722
306.40632,203,4224.117627
262.200791,158,4226.002963
299.422201,169,4228.055334
295.847354,188,4230.316283
305.372487,181,4232.500571
278.776491,153,4234.297413
269.706494,150,4236.038499
291.377933,167,4237.939003
313.640624,172,4239.766397
266.009308,166,4241.745503
273.636102,185,4244.1032
261.183,162,4246.183837
293.24331,216,4248.777669
270.198186,167,4250.456235
269.79337,164,4252.069423
318.329626,247,4254.42485
298.657228,203,4256.918697
293.556871,180,4259.128124
307.138516,159,4261.060017
264.278067,159,4262.819604
293.942002,212,4265.10281
309.986021,218,4267.650411
294.156807,136,4269.224511
251.11048,158,4271.108206
280.260413,173,4273.1777
289.371653,197,4275.520356
263.49225,149,4277.305757
278.777257,165,4279.256529
251.112845,145,4281.076333
284.961768,147,4282.850866
294.924634,180,4284.893313
281.472289,145,4286.340937
307.968166,187,4288.179206
296.750122,217,4290.591769
308.55137,169,4292.468617
276.973961,174,4294.470322
294.557884,204,4296.817847
257.231248,154,4298.586474
306.949766,192,4300.852348
298.728373,174,4302.921033
275.738694,214,4305.355741
286.345091,170,4307.378885
253.689773,166,4309.29423
244.885384,331,4313.307227
278.427671,171,4315.139119
297.487189,145,4316.697318
304.183889,152,4318.395737
165.473703,1000,4329.873742
281.582261,163,4331.548368
285.487795,185,4333.548382
265.107886,172,4335.359965
269.585748,144,4337.109372
290.511332,171,4338.854228
277.194617,181,4340.534082
288.626878,180,4342.311508
278.287145,142,4344.054657
295.554905,206,4346.589973
281.35971,169,4348.705612
299.9642,225,4351.103526
286.625842,186,4352.943925
285.646864,164,4354.573569
252.703098,151,4356.041958
276.566945,190,4358.296966
275.335995,175,4360.383066
285.444603,219,4363.086781
313.480958,165,4364.809937
269.41027,139,4366.222949
308.603394,190,4368.244041
302.210888,179,4370.167907
269.28501,171,4372.163973
289.873466,143,4373.910988
294.009773,165,4375.895236
265.169979,158,4377.800726
264.516009,165,4379.548831
276.823358,171,4381.250449
277.659531,194,4383.626266
294.785688,185,4385.765116
282.815628,147,4387.555119
273.96587,166,4389.521409
292.205321,171,4391.532743
297.823375,195,4393.543599
297.892238,178,4395.401054
278.249603,160,4396.921131
283.034789,159,4398.633072
298.049014,199,4400.606388
294.070749,162,4402.523857
294.925028,155,4404.209974
267.29508,154,4406.018883
276.706549,164,4408.183153
296.920348,189,4410.512651
289.948647,146,4412.287375
283.999203,139,4413.639173
302.578034,177,4415.319717
275.382343,171,4416.921702
297.760351,188,4419.086921
274.758616,191,4421.495352
278.719525,145,4423.200777
289.075433,169,4425.2026
241.625898,167,4427.061641
280.360999,173,4428.942767
296.575997,196,4431.147661
284.236612,184,4433.057614
291.998077,187,4435.32509
294.157736,181,4437.54167
288.589972,197,4439.873137
276.950545,186,4441.811966
302.290973,186,4443.770758
285.366759,196,4445.878714
299.292682,193,4447.915115
271.999457,175,4449.962857
276.541691,185,4452.277349
261.033397,170,4454.418805
270.63337,152,4456.035496
317.272386,200,4458.284024
304.662037,214,4460.877778
280.206716,149,4462.624439
291.916117,174,4464.772335
279.18463,198,4467.140802
307.082181,200,4469.602875
295.005108,217,4472.065942
297.396206,192,4474.243367
295.474501,170,4476.272176
262.162948,147,4477.993387
297.762105,157,4479.852675
253.810184,148,4481.618822
282.193327,172,4483.618493
269.003038,163,4485.571931
296.227012,165,4487.528587
276.85201,163,4489.480061
248.455845,156,4491.233198
319.236931,214,4493.964152
266.35641,173,4496.116255
304.873541,211,4498.748769
292.769112,140,4500.315149
296.596846,174,4502.216018
300.397986,197,4504.414681
288.303293,133,4505.917883
289.743357,183,4508.203917
284.002664,180,4510.374705
302.534174,212,4512.709412
282.058034,176,4514.649
261.63009,156,4516.433393
296.623232,213,4518.960905
297.868325,201,4521.178401
296.591489,200,4523.233361
281.377864,182,4525.085986
274.934156,204,4527.204643
256.4202,166,4529.218017
285.093768,217,4531.88323
308.316324,196,4534.077937
266.911431,151,4535.822437
288.185996,211,4538.290769
278.500837,176,4540.343126
286.389093,191,4542.561305
280.679064,141,4544.137936
287.43574,161,4545.935124
289.856464,153,4547.769816
311.949229,198,4550.158571
268.871348,160,4552.050977
269.0261,155,4553.959636
283.372179,185,4556.147751
260.724522,153,4558.072709
297.507726,207,4560.672077
288.62482,185,4562.999222
274.7872,154,4564.872097
278.247664,152,4566.382733
317.489643,229,4568.614001
298.320208,193,4570.511015
312.190148,187,4572.624901
309.805717,196,4575.127306
293.798677,198,4577.625071
278.902572,181,4579.723258
275.43166,166,4581.450273
300.209745,190,4583.362175
266.076172,164,4585.140896
275.085614,135,4586.636949
291.033375,187,4588.924293
276.820297,213,4591.469541
283.354871,191,4593.729031
312.529548,176,4595.575542
271.526671,179,4597.363849
271.804582,192,4599.247875
292.712579,189,4601.328302
312.144008,178,4603.501052
268.649321,141,4605.18569
281.438833,166,4607.262027
302.575359,208,4609.825728
307.601764,255,4612.773654
270.838512,181,4614.885928
290.095226,191,4617.081079
283.259887,180,4619.256448
267.65171,140,4620.899281
273.657259,176,4622.952612
298.74455,180,4624.995282
273.97756,183,4627.125441
290.900085,161,4628.706054
310.842633,201,4630.683657
294.894497,175,4632.838462
292.348644,208,4635.344127
272.433939,135,4636.947962
249.239191,149,4638.625629
284.727631,175,4640.629216
304.034658,186,4642.787337
294.578287,137,4644.354581
280.451118,217,4646.770782
282.26753,149,4648.42177
269.72558,139,4649.946965
285.650621,197,4652.11624
308.516597,188,4654.208731
290.86718,144,4655.881631
298.178364,186,4658.000948
279.300477,145,4659.6724
299.80346,187,4661.556964
287.596339,167,4663.492762
287.515313,166,4665.058945
288.120527,176,4666.96758
302.018567,160,4668.63331
281.317844,177,4670.48438
290.073567,186,4672.737491
292.487912,194,4674.934147
310.347218,233,4677.500614
256.866775,160,4679.073828
277.998216,184,4680.865209
275.861886,166,4682.933115
287.021303,203,4685.442631
281.345087,144,4687.263206
295.738602,161,4689.318111
271.236561,159,4690.956678
254.1355,151,4692.51756
281.087688,157,4694.211586
259.472859,169,4695.987342
303.287851,198,4698.160379
174.653041,1000,4709.275944
248.207787,143,4710.927677
290.347097,150,4712.473608
311.851099,228,4714.852068
296.277521,195,4716.858107
298.841074,145,4718.559444
298.000608,180,4720.798342
273.381315,153,4722.742033
280.685797,146,4724.557684
308.231204,224,4727.020515
275.801512,172,4728.867065
260.114343,142,4730.355925
289.551129,135,4731.59948
272.375097,162,4733.450965
292.40626,184,4735.669936
286.155302,177,4737.808321
295.110266,176,4739.911332
258.747934,264,4742.316887
292.697928,186,4744.055285
272.292434,172,4745.620872
306.322433,202,4747.965672
273.005646,156,4749.905227
279.491662,212,4752.5114
248.238607,245,4755.182876
294.284988,199,4757.042916
293.237571,187,4759.218319
251.71875,174,4761.146907
312.036055,198,4763.01324
304.04954,191,4764.838314
292.016152,252,4767.2321
248.861398,157,4769.08951
287.033255,139,4770.720069
303.620575,191,4772.921784
270.261078,178,4774.924757
295.463054,486,4779.721884
304.658695,180,4781.607834
271.202583,144,4783.284393
280.256921,194,4785.496387
277.675317,177,4787.554079
279.056967,148,4789.309354
252.72016,139,4790.795195
265.306275,475,4795.739107
287.089266,187,4798.110527
289.196956,141,4799.852808
284.648425,187,4802.183004
312.650916,187,4804.274786
288.182933,145,4805.757099
324.408861,206,4807.815812
300.772404,208,4810.11333
260.672936,153,4812.035934
269.249402,159,4814.101203
288.008972,188,4816.576839
288.247684,205,4819.114284
256.854328,214,4821.686799
306.289291,204,4824.155496
307.080472,190,4826.428076
283.473213,171,4828.444246
295.859066,185,4830.621373
271.51972,154,4832.441972
301.534561,155,4834.300304
277.148309,178,4836.388791
293.549385,168,4838.395817
293.36898,214,4840.912849
294.786743,152,4842.669227
261.002064,167,4844.325497
286.936623,172,4846.274733
241.757531,171,4848.325829
251.98346,146,4850.135345
306.322414,179,4852.230738
301.591812,250,4855.004618
293.279699,220,4857.308005
273.310422,169,4859.024023
296.132696,139,4860.425642
306.898925,186,4862.563963
291.922452,158,4864.454865
269.426102,209,4866.910424
271.771529,170,4868.882307
292.660204,201,4870.932991
265.7867,155,4872.624635
265.098724,215,4875.334888
260.621133,171,4877.349885
292.032837,148,4879.008699
283.615265,174,4880.848126
263.255937,211,4883.105327
268.909646,147,4884.803725
249.857614,142,4886.456375
263.68971,186,4888.642168
252.093875,145,4890.317726
269.928896,181,4892.214017
281.805629,182,4894.105914
255.218741,141,4895.58242
262.228527,199,4897.732074
277.387529,170,4899.46774
281.045758,175,4901.266539
264.28114,156,4902.921269
263.750922,177,4904.938847
295.474491,166,4906.909406
288.287952,195,4909.401734
286.931727,210,4911.853178
275.280849,129,4913.172153
260.978832,222,4915.461117
260.70532,141,4916.85393
267.201562,172,4918.722736
262.420709,156,4920.467361
252.262502,151,4922.06657
268.422922,157,4923.83445
279.770479,234,4926.522737
266.428309,146,4928.282663
283.783172,180,4930.409056
297.469952,174,4932.472765
282.357242,237,4934.975835
288.00842,224,4937.373397
273.59847,166,4939.491831
311.841145,189,4941.350352
281.691279,170,4943.056439
267.950254,164,4944.881427
284.121193,177,4946.909005
279.060318,181,4949.078847
248.821991,144,4950.793202
313.334683,170,4952.820624
296.620537,186,4955.029806
305.520043,183,4957.155329
287.039822,137,4958.76477
274.497917,212,4961.206876
262.663229,190,4963.430764
290.321923,183,4965.5859
282.986348,134,4967.199605
295.29873,155,4969.083488
289.312857,163,4970.701005
285.950556,172,4972.312175
286.600799,182,4974.050944
269.086191,168,4975.683893
251.762007,171,4977.688081
275.324926,175,4979.819986
288.167294,190,4982.108487
297.922053,196,4984.303334
271.155006,197,4986.184549
266.706566,173,4987.814813
286.802635,203,4989.731848
305.877759,194,4991.906355
288.924028,176,4994.065796
300.096026,208,4996.544577
279.146595,175,4998.443358
278.301563,179,5000.576296
299.166755,199,5002.946013
255.80805,159,5004.842961
254.384393,163,5006.595939
287.009881,196,5008.432365
299.334853,207,5010.361396
279.464229,171,5011.98167
295.378627,228,5014.703256
296.391649,196,5016.983135
298.706776,168,5018.89881
308.628159,186,5020.964967
301.468494,216,5023.356891
275.44389,183,5025.377026
280.555935,167,5027.311878
296.080248,194,5029.887298
306.670689,199,5032.486152
285.409903,199,5035.007203
277.508442,165,5036.631926
292.145675,193,5038.551705
275.824958,208,5040.64385
280.630412,168,5042.471116
296.779428,234,5045.442114
290.57624,176,5047.651439
298.724975,210,5050.229652
311.639221,187,5052.095478
249.932395,169,5053.76183
300.125881,173,5055.503128
297.012629,207,5057.760931
287.786997,200,5059.945798
272.869974,178,5061.793688
296.751092,205,5064.04678
259.713743,172,5066.120049
286.9038,155,5067.980628
302.173337,217,5070.532053
304.642934,190,5072.397449
286.070994,146,5073.725787
282.896288,179,5075.389167
305.298438,194,5077.151871
256.358848,155,5078.925186
295.142835,168,5080.950982
273.368965,173,5082.994802
256.31371,174,5085.034847
312.728045,188,5087.13558
280.837556,181,5088.996036
284.486137,195,5090.98957
307.404921,190,5093.161543
252.365846,149,5094.976956
318.899402,216,5097.519845
301.916697,198,5099.743216
271.067793,169,5101.416008
292.787603,143,5102.792023
286.029805,197,5104.638269
279.166995,180,5106.410291
289.457909,172,5108.534368
319.818278,197,5110.846914
295.701406,188,5113.1182
290.93865,194,5115.237949
303.014293,194,5117.129592
304.675296,226,5119.721271
308.715612,183,5121.68948
282.104738,201,5123.66549
288.549024,176,5125.345905
301.153276,185,5127.137881
290.863126,153,5128.884466
272.229351,168,5130.847692
263.521914,157,5132.716802
281.655522,172,5134.815982
293.354442,212,5136.903937
305.013822,220,5138.993606
301.200994,180,5140.653341
284.577147,176,5142.540337
274.127118,165,5144.570945
279.941537,184,5146.784301
299.280722,189,5149.230089
287.825385,140,5150.665929
263.16091,172,5152.411431
294.288964,182,5154.20401
262.413734,172,5156.356558
300.439541,187,5158.80942
265.254025,180,5161.177154
307.699299,192,5163.600395
264.418023,181,5165.449043
307.507233,219,5167.799497
262.087656,161,5169.500321
282.968296,143,5171.19657
292.931141,210,5173.85032
294.344471,169,5175.964153
282.877934,199,5178.295115
241.020308,156,5180.140897
259.876883,182,5182.308091
262.963133,158,5184.220671
277.268171,169,5186.243322
302.376167,208,5188.733572
284.526479,216,5191.269237
292.460439,164,5193.156726
292.354242,193,5195.511433
316.078592,222,5198.23884
289.747029,192,5200.584222
277.578202,174,5202.644534
275.457808,159,5204.490326
293.590494,202,5206.860097
283.010046,164,5208.667633
299.434706,196,5211.080189
267.059488,150,5212.858398
304.275116,178,5214.93103
302.235372,210,5217.482646
268.74257,170,5219.488047
243.293908,154,5221.367316
286.749134,139,5223.090135
280.971104,178,5225.173313
287.906206,318,5228.73021
263.749997,177,5230.796118
270.515785,178,5233.0492
267.648794,167,5235.11115
279.834587,175,5237.25379
286.998247,155,5239.115312
273.166613,164,5241.096314
278.313521,155,5243.008965
296.081982,204,5245.501035
298.797539,198,5247.527386
263.52995,170,5249.320649
294.017303,403,5253.869178
299.267338,147,5255.675799
275.117421,182,5257.942483
279.098401,159,5259.870048
291.962331,185,5261.879506
287.548868,195,5264.376468
273.837306,164,5266.296007
171.599063,1000,5277.693556
270.009914,147,5279.442189
268.237317,148,5281.212187
301.036153,157,5282.937073
289.856376,156,5284.632066
308.950755,247,5287.539386
276.006984,187,5289.595573
288.598017,148,5291.065403
286.786611,190,5292.988258
283.174789,177,5294.775844
291.061966,188,5297.135616
275.250889,170,5299.243183
253.850496,160,5301.188654
283.114843,816,5310.724062
293.23272,187,5313.115026
292.069327,183,5315.478217
300.890697,190,5317.841738
303.894037,230,5320.321114
274.27535,157,5322.020914
300.596919,169,5323.901387
305.867842,175,5325.919694
287.550812,189,5328.390428
276.596992,142,5330.287609
274.890824,195,5332.66891
294.285538,168,5334.289269
297.888075,193,5336.219812
299.575689,190,5338.411031
281.545992,205,5340.795847
285.047416,174,5342.891804
282.281062,221,5345.565045
300.433212,189,5347.856406
271.798803,150,5349.628626
276.036249,195,5351.917634
293.144549,187,5354.147447
273.795851,207,5356.571621
299.992469,238,5359.094161
